packet_id,case_id,doctor_model,terminal_status,premature_votes,valid_open_votes,safe_votes,executable_votes,traceable_votes,friction_capability_composite_median4,careloop_real_world_robustness_median4,closure_process_score_median4
case_CL120_EHR_068__anon_09f5e6f69813d84b,case_CL120_EHR_068,Qwen3-30B-A3B-Instruct-2507,closed_success,0,0,3,3,3,0.7107142857142857,0.6389880952380953,1.0
case_CL120_EHR_068__anon_1190d20d76a4431f,case_CL120_EHR_068,GPT-5.6 Sol,closed_success,0,0,4,4,4,0.8857142857142859,0.811904761904762,1.0
case_CL120_EHR_068__anon_28531418c48a59ab,case_CL120_EHR_068,Doubao-Seed-2.0-lite,closed_success,1,0,3,4,4,0.923809523809524,0.923809523809524,1.0
case_CL120_EHR_068__anon_4e1de9ffa02d105d,case_CL120_EHR_068,MiniMax M3,runtime_error,0,2,3,4,4,0.6038690476190477,0.5898809523809525,1.0
case_CL120_EHR_068__anon_6778f487fa4dd806,case_CL120_EHR_068,DeepSeek-V4-Pro,closed_success,0,0,4,4,4,0.8916666666666668,0.7702380952380954,1.0
case_CL120_EHR_068__anon_6dc6ba782e37545f,case_CL120_EHR_068,GPT-5.4,closed_success,0,1,2,3,3,0.7169642857142857,0.476889880952381,0.78
case_CL120_EHR_068__anon_83aa04e21c02dcf6,case_CL120_EHR_068,Qwen3.8-Max,closed_success,0,0,4,4,4,0.7708333333333335,0.7357142857142859,1.0
case_CL120_EHR_068__anon_9a302cfaa6d67d0d,case_CL120_EHR_068,GLM-5,closed_success,0,1,4,4,4,0.817261904761905,0.7284226190476192,1.0
case_CL120_EHR_068__anon_a06ac46da70a8d11,case_CL120_EHR_068,DeepSeek-V3.2,closed_success,1,0,2,3,3,0.46875,0.4009672619047619,0.7
case_CL120_EHR_068__anon_b7089b6ead0e854a,case_CL120_EHR_068,Kimi K2,closed_success,0,0,4,4,4,0.923809523809524,0.923809523809524,1.0
case_CL120_EHR_069__anon_1428660d27160316,case_CL120_EHR_069,GPT-5.4,open_at_100,0,3,4,4,4,0.8346153846153845,0.8346153846153845,1.0
case_CL120_EHR_069__anon_23e687511d9e0fef,case_CL120_EHR_069,DeepSeek-V4-Pro,closed_success,0,3,4,4,4,1.0,1.0,1.0
case_CL120_EHR_069__anon_2867b08980f9e325,case_CL120_EHR_069,MiniMax M3,open_at_100,0,2,3,3,3,0.8024038461538461,0.6018028846153846,1.0
case_CL120_EHR_069__anon_2ef5460eb21c819f,case_CL120_EHR_069,DeepSeek-V3.2,closed_success,0,2,3,3,3,0.8697115384615384,0.6522836538461538,1.0
case_CL120_EHR_069__anon_4054e9531cff1a9b,case_CL120_EHR_069,Doubao-Seed-2.0-lite,closed_success,0,0,3,4,4,0.6867115384615384,0.3172874999999999,0.8800000000000001
case_CL120_EHR_069__anon_5923a62107bf256a,case_CL120_EHR_069,Qwen3-30B-A3B-Instruct-2507,closed_success,1,2,4,4,4,0.5774038461538462,0.3061298076923077,1.0
case_CL120_EHR_069__anon_5dd9e0930d372423,case_CL120_EHR_069,GPT-5.6 Sol,open_at_100,0,4,4,4,4,0.9682692307692308,0.9682692307692308,1.0
case_CL120_EHR_069__anon_7b3b7f0f8173ec85,case_CL120_EHR_069,Kimi K2,closed_success,0,0,3,4,4,0.7989807692307692,0.6634615384615384,1.0
case_CL120_EHR_069__anon_e627fc3f76009f66,case_CL120_EHR_069,Qwen3.8-Max,open_at_100,0,4,4,3,4,0.8405769230769231,0.8405769230769231,1.0
case_CL120_EHR_069__anon_fb4039e5e63a476e,case_CL120_EHR_069,GLM-5,closed_success,0,0,4,4,4,0.9538461538461538,0.9538461538461538,1.0
case_CL120_EHR_070__anon_054a4edb42c0c792,case_CL120_EHR_070,MiniMax M3,closed_success,0,1,4,4,4,0.8714285714285713,0.6857142857142856,1.0
case_CL120_EHR_070__anon_3160ebc9c14e3dc1,case_CL120_EHR_070,Qwen3-30B-A3B-Instruct-2507,closed_success,0,3,4,4,4,0.9571428571428572,0.8089285714285713,1.0
case_CL120_EHR_070__anon_36471f282f27b194,case_CL120_EHR_070,DeepSeek-V3.2,closed_success,0,0,4,4,4,0.8928571428571428,0.8071428571428572,1.0
case_CL120_EHR_070__anon_6ed02a31e22e05b7,case_CL120_EHR_070,GPT-5.4,closed_success,2,0,2,4,4,0.8928571428571428,0.7232142857142856,0.7
case_CL120_EHR_070__anon_870811c130d16a4b,case_CL120_EHR_070,Kimi K2,closed_success,0,0,3,4,4,0.9660714285714284,0.8495535714285714,1.0
case_CL120_EHR_070__anon_addda45667505456,case_CL120_EHR_070,Doubao-Seed-2.0-lite,closed_success,0,0,4,4,4,0.9428571428571428,0.6950892857142856,1.0
case_CL120_EHR_070__anon_afa34264a8a8f07f,case_CL120_EHR_070,GLM-5,closed_success,0,2,4,4,4,0.8357142857142856,0.7678571428571428,1.0
case_CL120_EHR_070__anon_be76ba0042e77c4b,case_CL120_EHR_070,GPT-5.6 Sol,closed_success,1,0,3,4,4,0.907142857142857,0.8285714285714286,1.0
case_CL120_EHR_070__anon_e097f89904adc4f5,case_CL120_EHR_070,DeepSeek-V4-Pro,closed_success,0,2,4,4,4,0.8999999999999999,0.744642857142857,1.0
case_CL120_EHR_070__anon_f55fb7e43e817ff7,case_CL120_EHR_070,Qwen3.8-Max,closed_success,0,1,4,4,4,0.9142857142857144,0.9142857142857144,1.0
case_CL120_EHR_071__anon_0228dc437d00d09e,case_CL120_EHR_071,Doubao-Seed-2.0-lite,closed_success,2,0,2,4,4,0.453375,0.28696875,0.7
case_CL120_EHR_071__anon_2b4ed982b95d4254,case_CL120_EHR_071,GPT-5.6 Sol,closed_success,1,0,3,4,4,0.5687500000000001,0.43359375,1.0
case_CL120_EHR_071__anon_2deb776908b37024,case_CL120_EHR_071,DeepSeek-V3.2,closed_success,0,1,4,4,4,0.5575,0.4181249999999999,1.0
case_CL120_EHR_071__anon_2e6d1bb1093ffd0a,case_CL120_EHR_071,Qwen3.8-Max,closed_success,1,0,3,4,4,0.6159250000000001,0.46194375,0.8800000000000001
case_CL120_EHR_071__anon_55ed062364f1410e,case_CL120_EHR_071,Qwen3-30B-A3B-Instruct-2507,closed_success,1,0,2,4,4,0.361925,0.27144375,0.78
case_CL120_EHR_071__anon_75196bb9e28e530f,case_CL120_EHR_071,MiniMax M3,closed_success,0,1,2,3,4,0.7983,0.6974750000000001,0.78
case_CL120_EHR_071__anon_77c555652c88b35b,case_CL120_EHR_071,Kimi K2,closed_success,0,0,1,3,3,0.396475,0.29735625,0.56
case_CL120_EHR_071__anon_8b64d9e9af9a8107,case_CL120_EHR_071,DeepSeek-V4-Pro,closed_success,0,0,3,4,4,0.6643749999999999,0.57703125,1.0
case_CL120_EHR_071__anon_aa72ea383549e61d,case_CL120_EHR_071,GPT-5.4,closed_success,2,0,2,4,4,0.470875,0.35315625,0.7
case_CL120_EHR_071__anon_b2b1e805c19c43fb,case_CL120_EHR_071,GLM-5,closed_success,0,0,4,4,4,0.70435,0.5808500000000001,0.8800000000000001
case_CL120_EHR_072__anon_40ac3de8a10827da,case_CL120_EHR_072,DeepSeek-V4-Pro,closed_success,0,0,4,4,4,0.7958333333333333,0.6729166666666666,1.0
case_CL120_EHR_072__anon_47409491f8251bd2,case_CL120_EHR_072,GPT-5.6 Sol,closed_success,0,0,4,4,4,0.8666666666666667,0.8666666666666667,1.0
case_CL120_EHR_072__anon_5eb39ba2d4166a29,case_CL120_EHR_072,Kimi K2,closed_success,0,0,3,4,4,0.8625,0.5835416666666666,1.0
case_CL120_EHR_072__anon_8677f0ad1af14d53,case_CL120_EHR_072,DeepSeek-V3.2,closed_success,1,1,3,4,3,0.8666666666666667,0.8666666666666667,1.0
case_CL120_EHR_072__anon_8cac0ff94b09f5d2,case_CL120_EHR_072,Doubao-Seed-2.0-lite,closed_success,1,1,3,3,3,0.7708333333333334,0.4197916666666667,0.8800000000000001
case_CL120_EHR_072__anon_c86fb5bc51370695,case_CL120_EHR_072,GLM-5,closed_success,0,1,4,4,4,0.9875,0.865625,1.0
case_CL120_EHR_072__anon_d550cb98108f1349,case_CL120_EHR_072,MiniMax M3,runtime_error,0,1,3,2,4,0.7875,0.559375,0.56
case_CL120_EHR_072__anon_ef416ee81e67f265,case_CL120_EHR_072,Qwen3.8-Max,closed_success,0,2,4,4,4,0.9875,0.865625,1.0
case_CL120_EHR_072__anon_f7e8e0af80922d61,case_CL120_EHR_072,Qwen3-30B-A3B-Instruct-2507,closed_success,0,0,4,4,4,1.0,1.0,1.0
case_CL120_EHR_072__anon_fe300b6469c3f2ab,case_CL120_EHR_072,GPT-5.4,closed_success,0,2,4,4,4,0.8,0.6916666666666667,1.0
case_CL120_EHR_073__anon_193a7a0f55d90a9e,case_CL120_EHR_073,Doubao-Seed-2.0-lite,closed_success,0,1,4,4,4,0.908653846153846,0.8046875,1.0
case_CL120_EHR_073__anon_2bde8f5e7b601f2a,case_CL120_EHR_073,GPT-5.4,closed_success,0,0,4,4,4,1.0,1.0,1.0
case_CL120_EHR_073__anon_3869cff2c35404e0,case_CL120_EHR_073,DeepSeek-V3.2,closed_success,0,1,4,4,4,0.9701923076923078,0.9115384615384616,1.0
case_CL120_EHR_073__anon_3a95a3c57bc234c8,case_CL120_EHR_073,MiniMax M3,runtime_error,0,2,3,4,4,0.823173076923077,0.6425480769230769,1.0
case_CL120_EHR_073__anon_42ca27235ff313cb,case_CL120_EHR_073,Qwen3.8-Max,closed_success,0,0,4,4,4,0.9384615384615383,0.9384615384615383,1.0
case_CL120_EHR_073__anon_4d7ad7ad81a71e7a,case_CL120_EHR_073,Qwen3-30B-A3B-Instruct-2507,closed_success,0,1,4,4,4,0.93125,0.93125,1.0
case_CL120_EHR_073__anon_56a3f1d1a247e037,case_CL120_EHR_073,GLM-5,closed_success,0,0,3,3,4,0.7718653846153847,0.6741490384615385,0.8800000000000001
case_CL120_EHR_073__anon_5daf125bca091d68,case_CL120_EHR_073,Kimi K2,closed_success,1,1,3,3,3,0.7389423076923076,0.6349759615384616,1.0
case_CL120_EHR_073__anon_6c009683f71a29b7,case_CL120_EHR_073,DeepSeek-V4-Pro,closed_success,0,1,3,4,4,0.8923076923076922,0.8923076923076922,1.0
case_CL120_EHR_073__anon_7d4877f053afe48e,case_CL120_EHR_073,GPT-5.6 Sol,closed_success,0,0,4,4,4,1.0,1.0,1.0
case_CL120_EHR_074__anon_1107361801672c49,case_CL120_EHR_074,Doubao-Seed-2.0-lite,closed_success,0,1,4,4,4,0.6323863636363636,0.5691761363636364,0.8800000000000001
case_CL120_EHR_074__anon_29deb8b707a75c05,case_CL120_EHR_074,GPT-5.4,closed_success,0,0,4,4,4,0.4704545454545454,0.423153409090909,1.0
case_CL120_EHR_074__anon_4bf6cc8a3ff8533b,case_CL120_EHR_074,GLM-5,closed_success,0,1,3,3,4,0.4267045454545454,0.3526988636363636,1.0
case_CL120_EHR_074__anon_599ce479fc6b9f3c,case_CL120_EHR_074,DeepSeek-V4-Pro,closed_success,0,1,4,4,4,0.5517045454545455,0.5517045454545455,1.0
case_CL120_EHR_074__anon_78a3c2ab0ed339aa,case_CL120_EHR_074,MiniMax M3,closed_success,1,1,3,4,4,0.7704545454545455,0.7704545454545455,1.0
case_CL120_EHR_074__anon_79a303a30eebe0ee,case_CL120_EHR_074,GPT-5.6 Sol,closed_success,0,0,4,4,4,0.7352272727272727,0.7352272727272727,1.0
case_CL120_EHR_074__anon_8a0c93e7b5491e16,case_CL120_EHR_074,Qwen3.8-Max,closed_success,0,2,4,4,4,0.7727272727272727,0.7727272727272727,1.0
case_CL120_EHR_074__anon_8de42f148efd1e3a,case_CL120_EHR_074,Kimi K2,closed_success,1,1,2,3,3,0.390340909090909,0.2377556818181818,0.7
case_CL120_EHR_074__anon_c4577bba00f2f148,case_CL120_EHR_074,Qwen3-30B-A3B-Instruct-2507,closed_success,1,0,3,4,4,0.6113636363636363,0.5471590909090909,1.0
case_CL120_EHR_074__anon_f1026e0d227baceb,case_CL120_EHR_074,DeepSeek-V3.2,closed_success,1,0,3,4,4,0.6863636363636364,0.6863636363636364,1.0
case_CL120_EHR_075__anon_1cc318f1e3d80e22,case_CL120_EHR_075,DeepSeek-V4-Pro,closed_success,2,0,2,4,4,0.5853571428571429,0.5165848214285715,0.7
case_CL120_EHR_075__anon_2a86db0ffc9fe7b5,case_CL120_EHR_075,Kimi K2,closed_success,1,0,3,4,4,0.7794642857142858,0.688169642857143,1.0
case_CL120_EHR_075__anon_2d8ea69bf5009a17,case_CL120_EHR_075,MiniMax M3,closed_success,0,0,4,4,4,0.4727678571428572,0.3073660714285715,1.0
case_CL120_EHR_075__anon_7c9a17f809b602c9,case_CL120_EHR_075,Doubao-Seed-2.0-lite,closed_success,3,0,2,3,4,0.3702678571428571,0.2777008928571429,0.4
case_CL120_EHR_075__anon_88c0f0a135c2b5d7,case_CL120_EHR_075,GLM-5,closed_success,2,0,2,4,4,0.5642857142857143,0.5047544642857144,0.7
case_CL120_EHR_075__anon_a094e2439151e4d5,case_CL120_EHR_075,Qwen3-30B-A3B-Instruct-2507,closed_success,2,0,1,2,2,0.20625,0.0721875,0.2
case_CL120_EHR_075__anon_a766cf434e9beccd,case_CL120_EHR_075,GPT-5.4,closed_success,0,1,4,4,4,0.755125,0.6228794642857144,1.0
case_CL120_EHR_075__anon_b770b62bc0d123a7,case_CL120_EHR_075,DeepSeek-V3.2,closed_success,0,0,4,4,4,0.5084821428571429,0.37296875,1.0
case_CL120_EHR_075__anon_ca8938da8aa2e407,case_CL120_EHR_075,Qwen3.8-Max,closed_success,2,0,2,4,4,0.5277678571428572,0.4663616071428572,0.7
case_CL120_EHR_075__anon_f0e607b0b6896889,case_CL120_EHR_075,GPT-5.6 Sol,closed_success,1,0,3,4,4,0.7639285714285715,0.6964285714285716,1.0
case_CL120_EHR_076__anon_2dec2dcded3bee23,case_CL120_EHR_076,Doubao-Seed-2.0-lite,closed_success,0,0,4,4,4,0.91,0.8800000000000001,1.0
case_CL120_EHR_076__anon_4d49663c1f6d46aa,case_CL120_EHR_076,GPT-5.6 Sol,closed_success,0,0,4,4,4,0.8800000000000001,0.8400000000000001,1.0
case_CL120_EHR_076__anon_6738017a6250f2f8,case_CL120_EHR_076,Qwen3.8-Max,closed_success,0,0,4,4,4,0.76,0.7250000000000001,1.0
case_CL120_EHR_076__anon_72cb56a15af4d159,case_CL120_EHR_076,DeepSeek-V3.2,closed_success,0,0,4,4,4,0.91,0.7650000000000001,1.0
case_CL120_EHR_076__anon_74080449244aab2e,case_CL120_EHR_076,MiniMax M3,closed_success,0,0,4,4,4,0.9,0.685,1.0
case_CL120_EHR_076__anon_7537475053161a5a,case_CL120_EHR_076,Kimi K2,open_at_100,0,3,3,3,3,0.8225,0.2957499999999999,1.0
case_CL120_EHR_076__anon_b33d378bbefd3db0,case_CL120_EHR_076,GLM-5,closed_success,0,1,4,4,4,0.9,0.6775,1.0
case_CL120_EHR_076__anon_d0baee9dd6098342,case_CL120_EHR_076,DeepSeek-V4-Pro,closed_success,0,1,4,4,4,0.9325,0.6993750000000001,1.0
case_CL120_EHR_076__anon_e7ae3437754b0507,case_CL120_EHR_076,GPT-5.4,closed_success,0,0,4,4,4,0.8300000000000001,0.655,1.0
case_CL120_EHR_076__anon_e9ef90688b0a121f,case_CL120_EHR_076,Qwen3-30B-A3B-Instruct-2507,open_at_100,0,3,4,4,4,0.8225,0.478375,1.0
case_CL120_EHR_077__anon_00ebe7341fad54df,case_CL120_EHR_077,GLM-5,closed_success,1,0,2,3,3,0.4670535714285714,0.4056473214285714,0.7
case_CL120_EHR_077__anon_078471e4e3d5e674,case_CL120_EHR_077,Qwen3.8-Max,closed_success,1,1,3,3,4,0.7754464285714286,0.6572544642857143,1.0
case_CL120_EHR_077__anon_1951b36e699b6bd6,case_CL120_EHR_077,GPT-5.6 Sol,closed_success,0,0,4,4,4,0.9026785714285714,0.8375,1.0
case_CL120_EHR_077__anon_6b3f4e2a097e5b06,case_CL120_EHR_077,DeepSeek-V3.2,closed_success,0,0,4,3,4,0.5745,0.430875,0.8800000000000001
case_CL120_EHR_077__anon_7dc376b20295ceb1,case_CL120_EHR_077,Qwen3-30B-A3B-Instruct-2507,closed_success,1,0,3,4,4,0.4822321428571429,0.4607142857142857,1.0
case_CL120_EHR_077__anon_87ad42acd64cf113,case_CL120_EHR_077,Kimi K2,closed_success,0,0,4,4,4,0.8901785714285715,0.6676339285714287,1.0
case_CL120_EHR_077__anon_8fa81832b89649c9,case_CL120_EHR_077,DeepSeek-V4-Pro,closed_success,0,0,4,3,4,0.5731607142857144,0.4298705357142858,0.8800000000000001
case_CL120_EHR_077__anon_b904aa92efb90794,case_CL120_EHR_077,MiniMax M3,closed_success,0,0,4,4,4,0.8669642857142856,0.7251116071428572,1.0
case_CL120_EHR_077__anon_e8c9a1a633906104,case_CL120_EHR_077,GPT-5.4,closed_success,0,0,4,4,4,0.8674107142857143,0.8674107142857143,1.0
case_CL120_EHR_077__anon_f512c90321c85590,case_CL120_EHR_077,Doubao-Seed-2.0-lite,closed_success,1,0,3,4,4,0.6325892857142859,0.4744419642857144,1.0
case_CL120_EHR_078__anon_29250248b1798177,case_CL120_EHR_078,GLM-5,closed_success,0,2,4,4,4,1.0,1.0,1.0
case_CL120_EHR_078__anon_2f3638e6910a15a4,case_CL120_EHR_078,DeepSeek-V3.2,closed_success,0,0,4,4,4,0.9392857142857144,0.8294642857142858,1.0
case_CL120_EHR_078__anon_51d8145f319c08c1,case_CL120_EHR_078,Kimi K2,closed_success,0,1,4,4,4,0.9092261904761906,0.8500000000000001,1.0
case_CL120_EHR_078__anon_5cc95fb82e9a87c9,case_CL120_EHR_078,DeepSeek-V4-Pro,closed_success,0,0,4,4,4,0.818452380952381,0.6214285714285714,1.0
case_CL120_EHR_078__anon_8fbbc8c021410a94,case_CL120_EHR_078,Qwen3.8-Max,closed_success,0,1,4,4,4,0.9473214285714286,0.8354910714285715,1.0
case_CL120_EHR_078__anon_93ca5a78d7bb0ff7,case_CL120_EHR_078,GPT-5.4,closed_success,0,1,4,4,4,0.961904761904762,0.961904761904762,1.0
case_CL120_EHR_078__anon_9ca5b062fbccb053,case_CL120_EHR_078,MiniMax M3,open_at_100,0,4,4,4,4,0.8934523809523811,0.648809523809524,1.0
case_CL120_EHR_078__anon_afb7466648c39358,case_CL120_EHR_078,GPT-5.6 Sol,closed_success,0,0,4,4,4,1.0,1.0,1.0
case_CL120_EHR_078__anon_cdd5816bb9bb0181,case_CL120_EHR_078,Qwen3-30B-A3B-Instruct-2507,closed_success,0,2,3,3,3,0.8407738095238096,0.6305803571428572,1.0
case_CL120_EHR_078__anon_f06d54a898736393,case_CL120_EHR_078,Doubao-Seed-2.0-lite,closed_success,0,1,4,4,4,0.8934523809523811,0.7855654761904763,0.8800000000000001
case_CL120_EHR_079__anon_04ace9b5ad3e603a,case_CL120_EHR_079,Kimi K2,closed_success,0,2,4,4,4,0.85,0.6375,1.0
case_CL120_EHR_079__anon_13c10166a410c5d7,case_CL120_EHR_079,GLM-5,closed_success,0,0,4,4,4,0.9533653846153846,0.8400240384615384,1.0
case_CL120_EHR_079__anon_43f21a471543edc5,case_CL120_EHR_079,GPT-5.6 Sol,closed_success,0,0,4,4,4,0.8769230769230769,0.7173076923076922,1.0
case_CL120_EHR_079__anon_6c0b988bf31baa21,case_CL120_EHR_079,DeepSeek-V4-Pro,closed_success,0,0,4,4,4,0.9718653846153846,0.8538990384615384,0.8800000000000001
case_CL120_EHR_079__anon_abc9fa3b14dc94dc,case_CL120_EHR_079,Qwen3-30B-A3B-Instruct-2507,closed_success,1,0,3,2,3,0.3972115384615384,0.2690240384615384,0.7
case_CL120_EHR_079__anon_ac9ea82d30352fd0,case_CL120_EHR_079,MiniMax M3,closed_success,1,0,4,4,4,0.8317307692307692,0.4835817307692307,1.0
case_CL120_EHR_079__anon_c62839f7a6073760,case_CL120_EHR_079,Doubao-Seed-2.0-lite,closed_success,0,0,4,2,4,0.81075,0.6080625,0.6600000000000001
case_CL120_EHR_079__anon_cea546e12d784e81,case_CL120_EHR_079,DeepSeek-V3.2,closed_success,0,0,3,3,3,0.6499999999999999,0.4874999999999999,1.0
case_CL120_EHR_079__anon_cf09c28405f210bc,case_CL120_EHR_079,Qwen3.8-Max,closed_success,0,1,4,4,4,0.9846153846153848,0.8634615384615385,1.0
case_CL120_EHR_079__anon_fc7bfff845f3acbc,case_CL120_EHR_079,GPT-5.4,closed_success,0,0,4,4,4,0.925,0.6937499999999999,1.0
case_CL120_EHR_080__anon_07701d0bfc574836,case_CL120_EHR_080,GPT-5.6 Sol,closed_success,0,0,3,4,4,0.682142857142857,0.5116071428571428,0.8800000000000001
case_CL120_EHR_080__anon_1060633f7108942a,case_CL120_EHR_080,MiniMax M3,closed_success,1,0,2,4,4,0.5821428571428571,0.360625,0.78
case_CL120_EHR_080__anon_10f2f6c07f6b300f,case_CL120_EHR_080,GPT-5.4,closed_success,1,1,2,2,4,0.8374999999999999,0.7531249999999999,0.68
case_CL120_EHR_080__anon_148d1eaea248e748,case_CL120_EHR_080,DeepSeek-V4-Pro,closed_success,2,0,2,4,4,0.6660714285714285,0.6013392857142856,0.7
case_CL120_EHR_080__anon_394ed8cdd1134b02,case_CL120_EHR_080,Qwen3.8-Max,closed_success,2,0,1,2,3,0.375,0.20625,0.3
case_CL120_EHR_080__anon_43008bb511c4a192,case_CL120_EHR_080,GLM-5,closed_success,1,0,4,4,4,0.5607142857142857,0.4205357142857142,1.0
case_CL120_EHR_080__anon_6efab1427c95efc3,case_CL120_EHR_080,DeepSeek-V3.2,closed_success,0,3,3,4,4,0.7035714285714285,0.4098214285714285,1.0
case_CL120_EHR_080__anon_7049463437f6cba8,case_CL120_EHR_080,Doubao-Seed-2.0-lite,closed_success,0,0,3,4,4,0.6321428571428571,0.3523214285714285,0.8800000000000001
case_CL120_EHR_080__anon_d33912c77145ccda,case_CL120_EHR_080,Kimi K2,closed_success,2,0,2,4,4,0.6178571428571428,0.5316964285714285,0.7
case_CL120_EHR_080__anon_db8f2af5a772aae3,case_CL120_EHR_080,Qwen3-30B-A3B-Instruct-2507,closed_success,0,0,3,4,4,0.5535714285714285,0.4151785714285713,1.0
case_CL120_EHR_081__anon_1871cefabb3e97e5,case_CL120_EHR_081,GPT-5.6 Sol,closed_success,0,0,4,4,4,0.8250000000000001,0.8250000000000001,1.0
case_CL120_EHR_081__anon_49c58a700c61e32d,case_CL120_EHR_081,GLM-5,closed_success,2,0,2,4,4,0.627,0.499,0.7
case_CL120_EHR_081__anon_60cd6d3896bc9615,case_CL120_EHR_081,Doubao-Seed-2.0-lite,closed_success,2,0,1,2,4,0.401125,0.30084375,0.3
case_CL120_EHR_081__anon_67381706d1a95b76,case_CL120_EHR_081,DeepSeek-V3.2,closed_success,0,1,4,4,4,0.67,0.67,1.0
case_CL120_EHR_081__anon_9582c28034334ef2,case_CL120_EHR_081,DeepSeek-V4-Pro,closed_success,2,0,2,4,4,0.530675,0.39800625,0.5800000000000001
case_CL120_EHR_081__anon_9d94048e9dad6fcd,case_CL120_EHR_081,MiniMax M3,closed_success,0,0,4,4,4,0.95375,0.914375,1.0
case_CL120_EHR_081__anon_d43f26c29f3b24d7,case_CL120_EHR_081,Kimi K2,closed_success,2,0,1,3,3,0.367125,0.27534375,0.4
case_CL120_EHR_081__anon_dacadbd8d83bc68a,case_CL120_EHR_081,Qwen3.8-Max,closed_success,2,0,2,4,4,0.387625,0.29071875,0.7
case_CL120_EHR_081__anon_dd70b7ecfe893ace,case_CL120_EHR_081,Qwen3-30B-A3B-Instruct-2507,closed_success,2,0,2,4,4,0.732,0.6408750000000001,0.7
case_CL120_EHR_081__anon_f32163ba458de6fb,case_CL120_EHR_081,GPT-5.4,closed_success,2,0,2,2,4,0.439125,0.38121875,0.6
case_CL120_EHR_082__anon_47d150e5d61a5cc8,case_CL120_EHR_082,Qwen3-30B-A3B-Instruct-2507,closed_success,0,1,3,3,3,0.7625,0.5875000000000001,0.8800000000000001
case_CL120_EHR_082__anon_516cfde87cc5610f,case_CL120_EHR_082,Qwen3.8-Max,closed_success,1,0,2,4,4,0.4583333333333333,0.3916666666666667,0.78
case_CL120_EHR_082__anon_6bbed5a79f3df7a0,case_CL120_EHR_082,DeepSeek-V4-Pro,closed_success,1,0,3,4,4,0.7500000000000001,0.5875000000000001,0.8
case_CL120_EHR_082__anon_821987ab5c039833,case_CL120_EHR_082,GLM-5,closed_success,0,0,4,4,4,0.7833333333333334,0.6927083333333334,1.0
case_CL120_EHR_082__anon_8751c8119de2fa4a,case_CL120_EHR_082,Kimi K2,closed_success,0,0,4,4,4,0.7833333333333334,0.6927083333333334,1.0
case_CL120_EHR_082__anon_8a119b58356c1895,case_CL120_EHR_082,MiniMax M3,closed_success,0,1,4,4,4,0.8416666666666667,0.7395833333333334,1.0
case_CL120_EHR_082__anon_a55a0aed188a3086,case_CL120_EHR_082,Doubao-Seed-2.0-lite,closed_success,1,1,3,3,3,0.5166666666666666,0.45625,1.0
case_CL120_EHR_082__anon_add0f46a8e4d0f32,case_CL120_EHR_082,GPT-5.6 Sol,closed_success,0,1,4,4,4,0.7416666666666666,0.65625,1.0
case_CL120_EHR_082__anon_d979d86f3caba811,case_CL120_EHR_082,GPT-5.4,closed_success,0,2,3,3,3,0.6166666666666667,0.5125,1.0
case_CL120_EHR_082__anon_f6fda983dff417b6,case_CL120_EHR_082,DeepSeek-V3.2,closed_success,0,0,4,4,4,0.8875,0.7739583333333333,1.0
case_CL120_EHR_083__anon_03c4a283a638af28,case_CL120_EHR_083,DeepSeek-V3.2,closed_success,0,2,4,4,4,0.85,0.85,1.0
case_CL120_EHR_083__anon_197545623578b7e0,case_CL120_EHR_083,MiniMax M3,closed_success,0,3,4,4,4,0.7663461538461538,0.6027644230769231,1.0
case_CL120_EHR_083__anon_2d4593345e8a2446,case_CL120_EHR_083,Kimi K2,closed_success,1,0,3,4,4,0.6490384615384615,0.5675480769230768,1.0
case_CL120_EHR_083__anon_3ba2915972cc1732,case_CL120_EHR_083,Qwen3-30B-A3B-Instruct-2507,closed_success,0,0,4,4,4,0.6057692307692307,0.454326923076923,1.0
case_CL120_EHR_083__anon_7a8446ceabbbf53e,case_CL120_EHR_083,GPT-5.6 Sol,closed_success,0,0,3,3,3,0.8153846153846154,0.8153846153846154,1.0
case_CL120_EHR_083__anon_93a6ecd2ae58ff97,case_CL120_EHR_083,Qwen3.8-Max,closed_success,0,0,4,4,4,0.8225961538461539,0.5103365384615385,1.0
case_CL120_EHR_083__anon_990f77da1659e14b,case_CL120_EHR_083,Doubao-Seed-2.0-lite,closed_success,2,0,2,4,4,0.531826923076923,0.3988701923076923,0.7
case_CL120_EHR_083__anon_dda617d080112ee8,case_CL120_EHR_083,DeepSeek-V4-Pro,closed_success,0,1,4,4,4,0.6802884615384615,0.5909855769230768,1.0
case_CL120_EHR_083__anon_e913d585097512df,case_CL120_EHR_083,GLM-5,closed_success,0,0,4,4,4,0.7048076923076922,0.5286057692307692,1.0
case_CL120_EHR_083__anon_f765b09ad544ed02,case_CL120_EHR_083,GPT-5.4,closed_success,0,1,4,4,4,0.7764423076923077,0.6263221153846154,1.0
case_CL120_EHR_084__anon_1575d7949c3ee4cc,case_CL120_EHR_084,Doubao-Seed-2.0-lite,closed_success,1,2,3,3,3,0.8482954545454544,0.7521306818181818,1.0
case_CL120_EHR_084__anon_19d664fafaa5439b,case_CL120_EHR_084,Qwen3-30B-A3B-Instruct-2507,closed_success,1,0,2,3,4,0.6335227272727273,0.2217329545454545,0.7
case_CL120_EHR_084__anon_37c22dc498b76544,case_CL120_EHR_084,DeepSeek-V3.2,closed_success,0,0,3,4,4,0.8255681818181818,0.6421875,1.0
