packet_id,case_id,doctor_model,terminal_status,premature_votes,valid_open_votes,safe_votes,executable_votes,traceable_votes,friction_capability_composite_median4,careloop_real_world_robustness_median4,closure_process_score_median4
case_CL120_EHR_051__anon_c85a33669f9860de,case_CL120_EHR_051,Qwen3.8-Max,closed_success,0,1,3,4,3,0.6956249999999999,0.2434687499999999,1.0
case_CL120_EHR_051__anon_e29369f8fdca4eca,case_CL120_EHR_051,Doubao-Seed-2.0-lite,closed_success,1,0,3,4,4,0.502,0.45015625,1.0
case_CL120_EHR_051__anon_e5c8e6ab7c8937e6,case_CL120_EHR_051,Kimi K2,closed_success,0,0,4,4,4,0.936875,0.65290625,1.0
case_CL120_EHR_052__anon_228b5893a194f855,case_CL120_EHR_052,DeepSeek-V4-Pro,closed_success,1,0,3,4,4,0.7927272727272726,0.7545454545454544,1.0
case_CL120_EHR_052__anon_6384a82d296d05e1,case_CL120_EHR_052,GPT-5.4,closed_success,0,3,4,4,4,0.9011363636363636,0.7896306818181817,1.0
case_CL120_EHR_052__anon_6aee56e19612657f,case_CL120_EHR_052,Qwen3.8-Max,closed_success,0,2,4,4,4,1.0,1.0,1.0
case_CL120_EHR_052__anon_7a6608fef8b389aa,case_CL120_EHR_052,GLM-5,closed_success,1,1,2,3,4,0.6135681818181818,0.4031011363636363,0.78
case_CL120_EHR_052__anon_7afd1df843c81ddf,case_CL120_EHR_052,Qwen3-30B-A3B-Instruct-2507,closed_success,0,0,4,4,4,0.8738636363636363,0.5208806818181818,1.0
case_CL120_EHR_052__anon_b87874fc33f36149,case_CL120_EHR_052,DeepSeek-V3.2,open_at_100,0,2,2,3,3,0.8169772727272726,0.4704875,0.78
case_CL120_EHR_052__anon_c3ac9a8cdee2654c,case_CL120_EHR_052,Doubao-Seed-2.0-lite,closed_success,0,0,4,4,4,0.9545454545454546,0.8409090909090908,1.0
case_CL120_EHR_052__anon_c4bd786cec32dd1e,case_CL120_EHR_052,MiniMax M3,runtime_error,1,1,1,1,1,0.4073863636363636,0.1928125,0.0
case_CL120_EHR_052__anon_ca2998295f3832f2,case_CL120_EHR_052,GPT-5.6 Sol,closed_success,0,2,4,4,4,0.9636363636363636,0.9636363636363636,1.0
case_CL120_EHR_052__anon_fbe136a5467ef7b3,case_CL120_EHR_052,Kimi K2,closed_success,0,1,3,4,4,0.7467045454545453,0.2834204545454545,1.0
case_CL120_EHR_053__anon_33e892cf31c53cde,case_CL120_EHR_053,Qwen3.8-Max,closed_success,0,0,4,4,4,0.8081730769230769,0.8081730769230769,1.0
case_CL120_EHR_053__anon_4ed65527bfd4b126,case_CL120_EHR_053,Kimi K2,closed_success,1,0,2,4,3,0.5746153846153846,0.5188221153846154,0.7
case_CL120_EHR_053__anon_74c2fed458dbcf7f,case_CL120_EHR_053,GLM-5,closed_success,0,0,4,4,4,0.5514423076923077,0.4909855769230769,1.0
case_CL120_EHR_053__anon_7a0e273e4adcd125,case_CL120_EHR_053,DeepSeek-V3.2,closed_success,0,0,4,4,4,0.8216346153846154,0.7344951923076923,1.0
case_CL120_EHR_053__anon_82f6320261aba2bf,case_CL120_EHR_053,GPT-5.4,closed_success,0,0,4,4,4,0.8307692307692308,0.8307692307692308,1.0
case_CL120_EHR_053__anon_85428fcf97f1f28a,case_CL120_EHR_053,Doubao-Seed-2.0-lite,closed_success,0,0,4,4,4,0.7485576923076922,0.677283653846154,1.0
case_CL120_EHR_053__anon_ae8e23e582af7317,case_CL120_EHR_053,GPT-5.6 Sol,closed_success,0,0,4,4,4,0.7615384615384616,0.7615384615384616,1.0
case_CL120_EHR_053__anon_ba2325eaba1d7953,case_CL120_EHR_053,DeepSeek-V4-Pro,closed_success,0,0,2,4,4,0.9260576923076924,0.6491201923076924,0.7
case_CL120_EHR_053__anon_c09b05b6c9f7c312,case_CL120_EHR_053,MiniMax M3,closed_success,0,1,4,4,4,0.9730769230769232,0.9730769230769232,1.0
case_CL120_EHR_053__anon_ecfd3ef2ef8959bf,case_CL120_EHR_053,Qwen3-30B-A3B-Instruct-2507,closed_success,0,0,4,4,4,0.6079230769230769,0.4559423076923077,1.0
case_CL120_EHR_054__anon_0489ca5caa81ef0e,case_CL120_EHR_054,GPT-5.6 Sol,closed_success,2,0,2,3,4,0.60625,0.433778409090909,0.7
case_CL120_EHR_054__anon_872240e9471957fb,case_CL120_EHR_054,Qwen3-30B-A3B-Instruct-2507,closed_success,2,0,2,4,4,0.3732954545454545,0.2839204545454545,0.7
case_CL120_EHR_054__anon_9760b389e699b7bc,case_CL120_EHR_054,Qwen3.8-Max,closed_success,1,0,2,3,4,0.4977272727272727,0.2316477272727272,0.7
case_CL120_EHR_054__anon_9a2bd12aa4642d82,case_CL120_EHR_054,GPT-5.4,closed_success,2,0,2,4,4,0.4664772727272727,0.3224431818181817,0.7
case_CL120_EHR_054__anon_ac5a39ee38b6aa57,case_CL120_EHR_054,Doubao-Seed-2.0-lite,closed_success,2,0,1,3,3,0.3022727272727272,0.1057954545454545,0.4
case_CL120_EHR_054__anon_b5944610b2c6c9a7,case_CL120_EHR_054,Kimi K2,closed_success,2,0,2,4,4,0.5914772727272727,0.4371022727272727,0.7
case_CL120_EHR_054__anon_dee94cbc1ed8e21b,case_CL120_EHR_054,DeepSeek-V4-Pro,closed_success,2,0,2,4,4,0.4772727272727272,0.2149715909090909,0.7
case_CL120_EHR_054__anon_ee97492d3659a880,case_CL120_EHR_054,DeepSeek-V3.2,closed_success,2,0,2,4,4,0.5221590909090909,0.3511647727272726,0.7
case_CL120_EHR_054__anon_f0c9bdfa6ec17194,case_CL120_EHR_054,GLM-5,closed_success,2,0,1,3,3,0.4693181818181817,0.1903124999999999,0.4
case_CL120_EHR_054__anon_f596bd95d688e47e,case_CL120_EHR_054,MiniMax M3,closed_success,2,0,2,4,4,0.7380681818181818,0.5212784090909091,0.7
case_CL120_EHR_055__anon_17e398dea1cd2dc3,case_CL120_EHR_055,GPT-5.6 Sol,closed_success,0,0,4,4,4,0.6749999999999999,0.6166666666666666,1.0
case_CL120_EHR_055__anon_195acbc107ce672b,case_CL120_EHR_055,Qwen3-30B-A3B-Instruct-2507,closed_success,0,1,4,4,4,0.7249999999999999,0.63125,1.0
case_CL120_EHR_055__anon_1ba4a077e25dcd78,case_CL120_EHR_055,Doubao-Seed-2.0-lite,closed_success,0,1,4,4,4,0.6749999999999999,0.5625,1.0
case_CL120_EHR_055__anon_229fe60ff41974f5,case_CL120_EHR_055,MiniMax M3,closed_success,0,2,4,4,4,0.6416666666666666,0.56875,1.0
case_CL120_EHR_055__anon_370fd0c9835a4634,case_CL120_EHR_055,Kimi K2,closed_success,0,0,4,4,4,0.6833333333333333,0.6833333333333333,1.0
case_CL120_EHR_055__anon_495d44d758f41984,case_CL120_EHR_055,Qwen3.8-Max,closed_success,0,2,4,4,4,0.7999999999999999,0.7999999999999999,1.0
case_CL120_EHR_055__anon_6b97acb3eba8d3b8,case_CL120_EHR_055,GPT-5.4,closed_success,1,0,3,4,4,0.6499999999999999,0.5,1.0
case_CL120_EHR_055__anon_6d808dd79d88e652,case_CL120_EHR_055,DeepSeek-V3.2,closed_success,0,2,4,4,4,0.8333333333333333,0.595,1.0
case_CL120_EHR_055__anon_7e01478ff6f46919,case_CL120_EHR_055,GLM-5,closed_success,0,1,4,4,4,0.3583333333333333,0.26875,1.0
case_CL120_EHR_055__anon_d981dd53690a87e3,case_CL120_EHR_055,DeepSeek-V4-Pro,closed_success,0,2,4,4,4,0.7749999999999999,0.7749999999999999,1.0
case_CL120_EHR_056__anon_14e723431d7c5b05,case_CL120_EHR_056,GPT-5.4,closed_success,0,2,4,4,4,1.0,1.0,1.0
case_CL120_EHR_056__anon_45b866f341c1fb75,case_CL120_EHR_056,DeepSeek-V3.2,closed_success,0,2,3,4,4,0.9237954545454544,0.81875,1.0
case_CL120_EHR_056__anon_4859ef73b44e94a2,case_CL120_EHR_056,GLM-5,closed_success,0,0,4,4,4,0.990909090909091,0.9636363636363636,1.0
case_CL120_EHR_056__anon_6d671eddc1bc9af7,case_CL120_EHR_056,Doubao-Seed-2.0-lite,closed_success,1,1,2,3,3,0.7381818181818182,0.5774545454545454,0.7
case_CL120_EHR_056__anon_758673e7e56057d8,case_CL120_EHR_056,GPT-5.6 Sol,closed_success,0,4,4,4,4,0.825,0.825,1.0
case_CL120_EHR_056__anon_95e0cc8a9e1beaa5,case_CL120_EHR_056,Kimi K2,closed_success,1,0,3,4,4,0.9551136363636364,0.9551136363636364,1.0
case_CL120_EHR_056__anon_b1abe6833c9b3cad,case_CL120_EHR_056,DeepSeek-V4-Pro,closed_success,0,1,2,2,3,0.8637954545454545,0.627328409090909,0.68
case_CL120_EHR_056__anon_b544bdcfa4f7cd9b,case_CL120_EHR_056,Qwen3-30B-A3B-Instruct-2507,closed_success,0,2,4,4,4,0.9636363636363636,0.9636363636363636,1.0
case_CL120_EHR_056__anon_b7779611fe3cb4e2,case_CL120_EHR_056,Qwen3.8-Max,closed_success,0,1,4,4,4,0.9727272727272728,0.8022727272727272,1.0
case_CL120_EHR_056__anon_b7ae899f7a300d52,case_CL120_EHR_056,MiniMax M3,runtime_error,0,0,0,0,1,0.2560681818181818,0.1180329545454545,0.08
case_CL120_EHR_057__anon_0276fe05a6cc340d,case_CL120_EHR_057,Qwen3.8-Max,closed_success,1,0,3,4,4,0.695625,0.5698214285714286,1.0
case_CL120_EHR_057__anon_0d9398f2094eff1a,case_CL120_EHR_057,Doubao-Seed-2.0-lite,closed_success,2,0,2,4,4,0.4375892857142857,0.3733928571428571,0.7
case_CL120_EHR_057__anon_1453b84ea1098049,case_CL120_EHR_057,DeepSeek-V4-Pro,closed_success,1,1,2,2,3,0.5778035714285714,0.20223125,0.68
case_CL120_EHR_057__anon_277fbe0fad35bc3b,case_CL120_EHR_057,Kimi K2,closed_success,2,0,2,4,4,0.5960714285714286,0.519375,0.7
case_CL120_EHR_057__anon_2990036609a7d65c,case_CL120_EHR_057,MiniMax M3,closed_success,1,0,2,2,3,0.7071785714285714,0.5303839285714287,0.4800000000000001
case_CL120_EHR_057__anon_6b8fb2cf81fb25fa,case_CL120_EHR_057,DeepSeek-V3.2,closed_success,0,2,4,4,3,0.7637857142857143,0.75,1.0
case_CL120_EHR_057__anon_816bd0cfd9a96225,case_CL120_EHR_057,GPT-5.6 Sol,closed_success,0,1,3,4,4,0.5361071428571429,0.4583303571428572,1.0
case_CL120_EHR_057__anon_c5a8281c24a1dd11,case_CL120_EHR_057,Qwen3-30B-A3B-Instruct-2507,closed_success,2,1,2,3,4,0.5771428571428572,0.2511473214285714,0.7
case_CL120_EHR_057__anon_ecda49042fb26918,case_CL120_EHR_057,GLM-5,closed_success,0,0,4,4,4,0.7303392857142856,0.6102053571428572,0.8800000000000001
case_CL120_EHR_057__anon_fa84c7fd8a75c68f,case_CL120_EHR_057,GPT-5.4,closed_success,1,2,4,4,4,0.73875,0.5540624999999999,1.0
case_CL120_EHR_058__anon_02786bc660138646,case_CL120_EHR_058,Qwen3-30B-A3B-Instruct-2507,closed_success,2,0,1,3,4,0.5791666666666666,0.2589583333333333,0.4
case_CL120_EHR_058__anon_26b5eebbbabc55a7,case_CL120_EHR_058,GPT-5.4,closed_success,2,0,2,2,4,0.8166666666666667,0.7208333333333334,0.6
case_CL120_EHR_058__anon_2988a56f6bdd0138,case_CL120_EHR_058,GLM-5,closed_success,1,0,2,3,3,0.8500000000000001,0.5791666666666667,0.7
case_CL120_EHR_058__anon_3b2de5568241f7cb,case_CL120_EHR_058,Qwen3.8-Max,closed_success,2,0,1,3,3,0.6208333333333333,0.2172916666666666,0.4
case_CL120_EHR_058__anon_40cd240bf0b74abc,case_CL120_EHR_058,MiniMax M3,closed_success,1,0,3,4,4,0.8999999999999999,0.8999999999999999,1.0
case_CL120_EHR_058__anon_9bb5dc8d1e3ae6f8,case_CL120_EHR_058,DeepSeek-V3.2,closed_success,0,1,3,4,4,0.9208333333333334,0.690625,1.0
case_CL120_EHR_058__anon_a7b66ee3750ac5a0,case_CL120_EHR_058,Kimi K2,closed_success,2,0,1,1,3,0.5875,0.205625,0.2
case_CL120_EHR_058__anon_bc762a43941aa4e1,case_CL120_EHR_058,Doubao-Seed-2.0-lite,closed_success,2,0,1,2,2,0.1916666666666666,0.1070833333333333,0.2
case_CL120_EHR_058__anon_bccc18593eaa2fc0,case_CL120_EHR_058,GPT-5.6 Sol,closed_success,2,1,2,4,4,0.9333333333333332,0.675,0.7
case_CL120_EHR_058__anon_d795d3936a6cade0,case_CL120_EHR_058,DeepSeek-V4-Pro,closed_success,2,0,2,3,4,0.9291666666666668,0.6122916666666667,0.7
case_CL120_EHR_059__anon_039a77213c504c0d,case_CL120_EHR_059,GPT-5.6 Sol,closed_success,0,1,4,4,4,0.7575000000000001,0.7575000000000001,1.0
case_CL120_EHR_059__anon_03af954d608478ee,case_CL120_EHR_059,Qwen3.8-Max,closed_success,2,0,2,4,4,0.8143333333333334,0.5028416666666666,0.7
case_CL120_EHR_059__anon_25c3bb4d408d2aec,case_CL120_EHR_059,MiniMax M3,closed_success,0,1,3,4,4,0.9005000000000001,0.8733333333333333,1.0
case_CL120_EHR_059__anon_4e948cee55026555,case_CL120_EHR_059,DeepSeek-V3.2,closed_success,0,0,3,3,3,0.6681166666666667,0.4895075,0.8800000000000001
case_CL120_EHR_059__anon_64bd9abb25495fc9,case_CL120_EHR_059,GLM-5,closed_success,0,2,4,4,4,0.7920833333333333,0.6213541666666667,1.0
case_CL120_EHR_059__anon_87d5f1805bfe1d27,case_CL120_EHR_059,Doubao-Seed-2.0-lite,closed_success,0,1,4,4,4,0.6320833333333333,0.3155416666666667,1.0
case_CL120_EHR_059__anon_8c5685a060c33597,case_CL120_EHR_059,Qwen3-30B-A3B-Instruct-2507,closed_success,0,0,3,3,3,0.6120833333333333,0.4590625,1.0
case_CL120_EHR_059__anon_984f215d33163c88,case_CL120_EHR_059,DeepSeek-V4-Pro,closed_success,2,0,2,3,4,0.7729166666666667,0.4498208333333333,0.7
case_CL120_EHR_059__anon_e4555e70fd74db23,case_CL120_EHR_059,GPT-5.4,closed_success,0,1,4,4,4,0.8270833333333334,0.7139583333333333,1.0
case_CL120_EHR_059__anon_e902d74b467aad7a,case_CL120_EHR_059,Kimi K2,closed_success,1,1,3,4,4,1.0,1.0,1.0
case_CL120_EHR_060__anon_049ce660080c1a5f,case_CL120_EHR_060,Qwen3-30B-A3B-Instruct-2507,runtime_error,3,0,0,2,2,0.135,0.04725,0.2
case_CL120_EHR_060__anon_3a38f2c4992e96bb,case_CL120_EHR_060,MiniMax M3,runtime_error,3,0,1,3,2,0.205,0.1392499999999999,0.3
case_CL120_EHR_060__anon_570b62ddf4f683ed,case_CL120_EHR_060,GLM-5,runtime_error,1,0,0,2,1,0.1975,0.0839999999999999,0.18
case_CL120_EHR_060__anon_75ea467ff07ae16d,case_CL120_EHR_060,Qwen3.8-Max,runtime_error,0,2,2,3,3,0.17,0.1275,0.78
case_CL120_EHR_060__anon_a2d4e913b4367afa,case_CL120_EHR_060,GPT-5.6 Sol,runtime_error,1,1,2,2,2,0.185,0.13875,0.38
case_CL120_EHR_060__anon_cbe555dc85b32e72,case_CL120_EHR_060,Kimi K2,runtime_error,0,0,0,0,0,0.0,0.0,0.0
case_CL120_EHR_060__anon_dd2b4f029ade327f,case_CL120_EHR_060,GPT-5.4,runtime_error,1,1,0,3,2,0.2225,0.1152499999999999,0.56
case_CL120_EHR_060__anon_dd3b549cc044b183,case_CL120_EHR_060,DeepSeek-V3.2,runtime_error,0,0,0,0,0,0.0675,0.023625,0.0
case_CL120_EHR_060__anon_ef4010395380a436,case_CL120_EHR_060,DeepSeek-V4-Pro,runtime_error,0,0,0,0,2,0.15,0.0745,0.26
case_CL120_EHR_060__anon_f517fa3fc71c83f7,case_CL120_EHR_060,Doubao-Seed-2.0-lite,runtime_error,4,0,0,0,1,0.0925,0.032375,0.0
case_CL120_EHR_061__anon_2657e3ec615575ca,case_CL120_EHR_061,Qwen3.8-Max,closed_success,0,1,3,4,4,0.9083333333333332,0.7895833333333333,1.0
case_CL120_EHR_061__anon_2f7166c3ade23f52,case_CL120_EHR_061,GPT-5.4,closed_success,0,0,3,4,4,0.9083333333333332,0.8999999999999999,1.0
case_CL120_EHR_061__anon_363607d1ec428fea,case_CL120_EHR_061,Doubao-Seed-2.0-lite,closed_success,0,0,2,3,3,0.5958333333333334,0.2799999999999999,0.7
case_CL120_EHR_061__anon_4d249e9d6e067b17,case_CL120_EHR_061,GLM-5,closed_success,1,0,3,4,4,0.8291666666666666,0.6708333333333333,1.0
case_CL120_EHR_061__anon_83720da7692c6c85,case_CL120_EHR_061,DeepSeek-V3.2,closed_success,0,0,4,4,4,0.7833333333333333,0.5114583333333333,1.0
case_CL120_EHR_061__anon_9a38d5c0e3ce5aa8,case_CL120_EHR_061,Qwen3-30B-A3B-Instruct-2507,closed_success,0,1,3,4,4,0.7333333333333334,0.3454166666666666,1.0
case_CL120_EHR_061__anon_bb327803c94c1646,case_CL120_EHR_061,GPT-5.6 Sol,closed_success,0,0,4,4,4,0.8,0.8,1.0
case_CL120_EHR_061__anon_dc623cb6eac72e61,case_CL120_EHR_061,MiniMax M3,closed_success,1,1,3,4,4,0.8458333333333333,0.8458333333333333,1.0
case_CL120_EHR_061__anon_df81ff06b56e89c9,case_CL120_EHR_061,DeepSeek-V4-Pro,closed_success,0,1,2,3,3,0.9291666666666666,0.336875,0.78
case_CL120_EHR_061__anon_e448320c8b2215b2,case_CL120_EHR_061,Kimi K2,closed_success,2,0,1,4,4,0.3874999999999999,0.20875,0.4
case_CL120_EHR_062__anon_02a70383bdb0e07b,case_CL120_EHR_062,Qwen3-30B-A3B-Instruct-2507,closed_success,1,0,4,3,4,0.6666666666666667,0.5,0.8800000000000001
case_CL120_EHR_062__anon_0b33ca9c3bd9e76a,case_CL120_EHR_062,GLM-5,closed_success,2,0,2,4,4,0.675,0.5625,0.7
case_CL120_EHR_062__anon_170acdd499ef09c5,case_CL120_EHR_062,Kimi K2,closed_success,1,0,4,3,4,0.7666666666666666,0.6729166666666666,1.0
case_CL120_EHR_062__anon_1d6217f555cb675f,case_CL120_EHR_062,DeepSeek-V4-Pro,closed_success,0,0,4,4,4,0.8833333333333333,0.7645833333333334,1.0
case_CL120_EHR_062__anon_20c6f4fddfdc9278,case_CL120_EHR_062,Doubao-Seed-2.0-lite,closed_success,1,0,2,3,4,0.7458333333333333,0.5593750000000001,0.78
case_CL120_EHR_062__anon_3e1f46b8253b7f7d,case_CL120_EHR_062,GPT-5.6 Sol,closed_success,0,0,4,4,4,0.8541666666666667,0.7583333333333333,1.0
case_CL120_EHR_062__anon_571b5c62655874c9,case_CL120_EHR_062,GPT-5.4,closed_success,0,0,4,4,4,0.8208333333333333,0.8,1.0
case_CL120_EHR_062__anon_74417d7de2c5e7a2,case_CL120_EHR_062,DeepSeek-V3.2,closed_success,2,0,2,4,4,0.7749999999999999,0.6812499999999999,0.7
case_CL120_EHR_062__anon_7c2d34a818ac3832,case_CL120_EHR_062,Qwen3.8-Max,closed_success,2,1,2,4,4,0.75,0.6062500000000001,0.7
case_CL120_EHR_062__anon_e0fe8d6a2af30aad,case_CL120_EHR_062,MiniMax M3,closed_success,1,0,3,3,4,0.7250000000000001,0.58125,0.8800000000000001
case_CL120_EHR_063__anon_5a01f1e10d72a738,case_CL120_EHR_063,Qwen3-30B-A3B-Instruct-2507,closed_success,1,0,1,1,1,0.4384615384615384,0.1534615384615384,0.0
case_CL120_EHR_063__anon_976976de2275a052,case_CL120_EHR_063,MiniMax M3,closed_success,1,2,3,3,3,0.7456730769230769,0.4332932692307692,1.0
case_CL120_EHR_063__anon_bf0a3f45f67df4b6,case_CL120_EHR_063,GLM-5,closed_success,0,0,3,4,4,0.7380769230769231,0.42525,1.0
case_CL120_EHR_063__anon_cf289423c4b573ac,case_CL120_EHR_063,DeepSeek-V3.2,closed_success,0,0,4,4,4,0.7182692307692307,0.4932692307692307,1.0
case_CL120_EHR_063__anon_db07a276f8827d41,case_CL120_EHR_063,GPT-5.6 Sol,closed_success,0,0,4,4,4,0.8615384615384616,0.7076923076923076,1.0
case_CL120_EHR_063__anon_e6feb1aa47fdd6b8,case_CL120_EHR_063,GPT-5.4,closed_success,0,0,4,4,4,0.8410961538461539,0.7,1.0
case_CL120_EHR_063__anon_ec7d674e0b2f8245,case_CL120_EHR_063,Doubao-Seed-2.0-lite,closed_success,1,0,2,3,4,0.6265769230769231,0.3210326923076922,0.7
case_CL120_EHR_063__anon_eeb07f0612441088,case_CL120_EHR_063,DeepSeek-V4-Pro,closed_success,0,1,4,4,4,0.8076923076923077,0.6768028846153846,1.0
case_CL120_EHR_063__anon_fb5d551575165dd7,case_CL120_EHR_063,Kimi K2,closed_success,1,0,2,4,4,0.5645192307692308,0.4590865384615384,0.7
case_CL120_EHR_063__anon_fda99721ae0756e1,case_CL120_EHR_063,Qwen3.8-Max,closed_success,0,0,3,4,4,0.7220576923076922,0.6221153846153846,1.0
case_CL120_EHR_064__anon_13e8667c147c9f71,case_CL120_EHR_064,GPT-5.6 Sol,closed_success,0,1,4,4,4,0.5284090909090909,0.3297159090909091,1.0
case_CL120_EHR_064__anon_5feb87d0579371b3,case_CL120_EHR_064,Kimi K2,closed_success,0,0,3,3,3,0.49375,0.3121306818181818,1.0
case_CL120_EHR_064__anon_70d1eea6715dfb7b,case_CL120_EHR_064,DeepSeek-V3.2,closed_success,0,1,3,3,4,0.5829545454545454,0.5829545454545454,1.0
case_CL120_EHR_064__anon_76d05a1a428104a9,case_CL120_EHR_064,GPT-5.4,closed_success,0,1,4,4,4,0.5761363636363637,0.4761363636363637,1.0
case_CL120_EHR_064__anon_91ede1aae5f055d7,case_CL120_EHR_064,Qwen3.8-Max,closed_success,0,0,3,4,4,0.6034090909090909,0.3707386363636363,1.0
case_CL120_EHR_064__anon_99026533a80a72f9,case_CL120_EHR_064,Qwen3-30B-A3B-Instruct-2507,closed_success,0,2,3,4,4,0.3017045454545454,0.1651420454545454,1.0
case_CL120_EHR_064__anon_ccd7cd55093045e2,case_CL120_EHR_064,DeepSeek-V4-Pro,closed_success,0,1,4,4,4,0.5392045454545453,0.3058806818181817,1.0
case_CL120_EHR_064__anon_d3cc389659147cc8,case_CL120_EHR_064,GLM-5,closed_success,0,2,4,4,4,0.5,0.3933238636363636,1.0
case_CL120_EHR_064__anon_e357790d995d65a2,case_CL120_EHR_064,MiniMax M3,closed_success,0,0,3,4,4,0.6022727272727273,0.2363636363636363,1.0
case_CL120_EHR_064__anon_f7f18c7cca0ae2ec,case_CL120_EHR_064,Doubao-Seed-2.0-lite,closed_success,1,0,2,3,3,0.5051136363636364,0.3161079545454545,0.7
case_CL120_EHR_065__anon_0ca856d030c9baaf,case_CL120_EHR_065,GPT-5.4,closed_success,2,1,2,4,4,0.7833333333333332,0.5154166666666666,0.7
case_CL120_EHR_065__anon_1a6a69baa7df9596,case_CL120_EHR_065,GLM-5,closed_success,0,0,4,4,4,0.7583333333333332,0.4154166666666665,1.0
case_CL120_EHR_065__anon_1f7950edfd465bd3,case_CL120_EHR_065,Kimi K2,closed_success,1,0,2,3,4,0.3916666666666666,0.1370833333333333,0.7
case_CL120_EHR_065__anon_347c805df82114a4,case_CL120_EHR_065,GPT-5.6 Sol,closed_success,0,2,4,4,4,0.8666666666666666,0.8666666666666666,1.0
case_CL120_EHR_065__anon_39532726b83864ba,case_CL120_EHR_065,Qwen3-30B-A3B-Instruct-2507,closed_success,1,1,2,3,3,0.4999999999999999,0.1895833333333333,0.7
case_CL120_EHR_065__anon_4ec4a137040e90ab,case_CL120_EHR_065,DeepSeek-V4-Pro,closed_success,1,0,3,3,4,0.8833333333333333,0.8833333333333333,1.0
case_CL120_EHR_065__anon_a2e1f9f966f8f798,case_CL120_EHR_065,Doubao-Seed-2.0-lite,closed_success,0,0,1,1,3,0.5083333333333333,0.1779166666666666,0.28
case_CL120_EHR_065__anon_aaf165279e3a3e47,case_CL120_EHR_065,MiniMax M3,closed_success,1,0,3,4,4,0.75,0.75,1.0
case_CL120_EHR_065__anon_c82f03eda18d775d,case_CL120_EHR_065,Qwen3.8-Max,closed_success,1,0,2,3,3,0.7583333333333333,0.2654166666666666,0.7
case_CL120_EHR_065__anon_fa4fdff34096309d,case_CL120_EHR_065,DeepSeek-V3.2,closed_success,0,1,3,3,4,0.6916666666666667,0.3262499999999999,1.0
case_CL120_EHR_066__anon_73921253230128b7,case_CL120_EHR_066,MiniMax M3,closed_success,0,0,4,4,4,0.99,0.92,1.0
case_CL120_EHR_066__anon_7eac72fd6cc63d4a,case_CL120_EHR_066,GPT-5.6 Sol,closed_success,1,0,2,4,4,0.76,0.615,0.78
case_CL120_EHR_066__anon_7f50459c628ebca4,case_CL120_EHR_066,Kimi K2,closed_success,0,1,4,4,4,0.765,0.6525000000000001,1.0
case_CL120_EHR_066__anon_813949cdf463bbb5,case_CL120_EHR_066,Doubao-Seed-2.0-lite,closed_success,2,0,2,4,4,0.71,0.2485,0.7
case_CL120_EHR_066__anon_8655902bedec22d1,case_CL120_EHR_066,DeepSeek-V4-Pro,closed_success,0,1,4,3,4,0.8925000000000001,0.784375,1.0
case_CL120_EHR_066__anon_a3fae785a101e64b,case_CL120_EHR_066,Qwen3-30B-A3B-Instruct-2507,closed_success,0,0,4,4,4,1.0,1.0,1.0
case_CL120_EHR_066__anon_b1754968397ecba0,case_CL120_EHR_066,GLM-5,closed_success,1,0,2,4,4,0.8200000000000001,0.6475,0.78
case_CL120_EHR_066__anon_cfe7a316552189b9,case_CL120_EHR_066,DeepSeek-V3.2,closed_success,0,0,3,4,4,0.8800000000000001,0.7875000000000001,1.0
case_CL120_EHR_066__anon_de842ceb1378df06,case_CL120_EHR_066,GPT-5.4,closed_success,1,0,2,4,4,0.8300000000000001,0.655,0.78
case_CL120_EHR_066__anon_f41324893edebec0,case_CL120_EHR_066,Qwen3.8-Max,closed_success,0,0,4,4,4,0.91,0.8400000000000001,1.0
case_CL120_EHR_067__anon_177f3df4733d1bc1,case_CL120_EHR_067,GPT-5.4,closed_success,0,1,4,4,4,0.925,0.6895833333333332,1.0
case_CL120_EHR_067__anon_57e6215622c2fa95,case_CL120_EHR_067,Qwen3.8-Max,closed_success,1,0,2,3,3,0.8666666666666665,0.6283333333333332,0.78
case_CL120_EHR_067__anon_66b48ef3adacc52b,case_CL120_EHR_067,Doubao-Seed-2.0-lite,closed_success,0,0,3,3,3,0.8499999999999999,0.4774999999999999,1.0
case_CL120_EHR_067__anon_68279efc522281b5,case_CL120_EHR_067,MiniMax M3,closed_success,0,0,4,4,4,0.8999999999999998,0.8333333333333333,1.0
case_CL120_EHR_067__anon_7f88111f970ccbb4,case_CL120_EHR_067,Kimi K2,closed_success,0,0,3,3,3,0.6583333333333333,0.4308333333333333,1.0
case_CL120_EHR_067__anon_a4de4156eee4c856,case_CL120_EHR_067,DeepSeek-V4-Pro,closed_success,1,2,3,4,4,0.9249999999999998,0.8333333333333333,1.0
case_CL120_EHR_067__anon_a8eb1aef3241f61b,case_CL120_EHR_067,Qwen3-30B-A3B-Instruct-2507,closed_success,1,0,4,3,4,0.5333333333333333,0.3708333333333333,1.0
case_CL120_EHR_067__anon_b3d54e6de29f345c,case_CL120_EHR_067,GPT-5.6 Sol,open_at_100,0,4,4,4,4,0.9333333333333332,0.9333333333333332,1.0
case_CL120_EHR_067__anon_e9966dbf299aaf36,case_CL120_EHR_067,GLM-5,closed_success,0,0,4,4,4,0.7499999999999999,0.6479166666666666,1.0
case_CL120_EHR_067__anon_ee6bc02e9182abce,case_CL120_EHR_067,DeepSeek-V3.2,closed_success,0,1,4,4,4,0.7833333333333332,0.6958333333333333,1.0
