packet_id,case_id,doctor_model,terminal_status,turns_completed,workspace_turn_count,primary_friction,friction_intensity,friction_capability_composite_median4,careloop_real_world_robustness_median4,fcc_minus_crwr,clinical_error_gate_median4,fcc_judge_sd,fcc_judge_range,crwr_judge_sd,crwr_judge_range,ordinal_grade_median4,domain_information_repair_median4,domain_constraint_navigation_median4,domain_dynamic_reprioritization_median4,domain_execution_loop_repair_median4,domain_state_sensitive_communication_median4,domain_bounded_closure_continuity_median4,review_order_low_crwr,review_order_large_safety_gap,review_order_high_judge_dispersion
case_CL120_EHR_083__anon_3ba2915972cc1732,case_CL120_EHR_083,Qwen3-30B-A3B-Instruct-2507,closed_success,9,3,caregiver_conflict_or_fatigue,moderate,0.6057692308,0.4543269231,0.1514423077,0.75,0.08020457098,0.2067307692,0.1829895608,0.5117307692,2,0.175,0.975,,,0.4375,0.63125,343,504,1010
case_CL120_EHR_118__anon_edab564c04d09cf0,case_CL120_EHR_118,Qwen3-30B-A3B-Instruct-2507,closed_success,5,3,misstated_family_or_patient_information,heavy,0.5226190476,0.4545386905,0.06808035714,0.875,0.2969845916,0.8345238095,0.336727337,0.9420833333,3,0.4833333333,,0.575,,,,344,888,147
case_CL120_EHR_053__anon_ecfd3ef2ef8959bf,case_CL120_EHR_053,Qwen3-30B-A3B-Instruct-2507,closed_success,6,4,caregiver_conflict_or_fatigue,light,0.6079230769,0.4559423077,0.1519807692,0.75,0.2396480122,0.6423076923,0.1797360091,0.4817307692,2,0.55,0.75,,,0.225,0.776,345,503,319
case_CL120_EHR_108__anon_cebf9efe4ba7da66,case_CL120_EHR_108,MiniMax M3,closed_success,5,2,misstated_family_or_patient_information,light,0.6577380952,0.4561607143,0.201577381,0.675,0.2866642735,0.8029761905,0.3721118987,0.9310416667,3,0.6166666667,,0.7125,,,,346,380,184
case_CL120_EHR_082__anon_a55a0aed188a3086,case_CL120_EHR_082,Doubao-Seed-2.0-lite,closed_success,6,2,medication_confusion_or_execution_failure,moderate,0.5166666667,0.45625,0.06041666667,0.75,0.2454003956,0.675,0.2165431088,0.53625,2,0.2583333333,0.775,,,,,347,915,301
case_CL120_EHR_015__anon_505c7863e65b603a,case_CL120_EHR_015,DeepSeek-V3.2,closed_success,16,10,delayed_or_staged_result_return,heavy,0.6875,0.4563068182,0.2311931818,0.675,0.2739760414,0.6875,0.3034139534,0.7480681818,3,0.75,1,0.16875,,,,348,310,215
case_CL120_EHR_044__anon_038fe0f7fa572644,case_CL120_EHR_044,DeepSeek-V3.2,closed_success,75,20,document_or_image_quality_problem,moderate,0.6708333333,0.456875,0.2139583333,0.875,0.2509011536,0.7083333333,0.3282524885,0.78125,3.5,0.5416666667,0.8,,,,,349,351,287
case_CL120_EHR_012__anon_ad1eed86bc3b59eb,case_CL120_EHR_012,MiniMax M3,closed_success,51,2,medication_confusion_or_execution_failure,moderate,0.8875,0.4579166667,0.4295833333,0.675,0.1466495018,0.3666666667,0.21213807,0.515,2.5,0.8666666667,1,,,,,350,48,658
case_CL120_EHR_088__anon_4536c9a54b13965d,case_CL120_EHR_088,DeepSeek-V4-Pro,closed_success,4,3,misstated_family_or_patient_information,light,0.65625,0.458110119,0.198139881,0.875,0.2165224595,0.6047619048,0.2904919442,0.78375,3,0.525,,0.83125,,,,351,391,390
case_CL120_EHR_057__anon_816bd0cfd9a96225,case_CL120_EHR_057,GPT-5.6 Sol,closed_success,5,1,external_system_gap,light,0.5361071429,0.4583303571,0.07777678571,0.875,0.1271726449,0.3258928571,0.07140779092,0.1758928571,2.5,,0.65,0.24375,0.325,,0.8935,352,861,762
case_CL120_EHR_048__anon_56850e0d0bbe6640,case_CL120_EHR_048,GLM-5,closed_success,14,4,misstated_family_or_patient_information,moderate,0.6340909091,0.4585227273,0.1755681818,0.75,0.1489546911,0.4090909091,0.2005387404,0.4765909091,2,0.475,0.8,0.325,,,,353,437,646
case_CL120_EHR_024__anon_3f5da2e0cad16222,case_CL120_EHR_024,Qwen3.8-Max,closed_success,7,4,document_or_image_quality_problem,moderate,0.7141666667,0.4585565476,0.255610119,0.875,0.229441137,0.6303571429,0.3000282167,0.7240416667,3,0.5916666667,,,,,0.8775,354,244,357
case_CL120_EHR_048__anon_79595fcaef7506a4,case_CL120_EHR_048,DeepSeek-V3.2,closed_success,10,3,misstated_family_or_patient_information,moderate,0.6738636364,0.4589204545,0.2149431818,0.675,0.2991933186,0.7897727273,0.3353659969,0.831875,2.5,0.45,1,0.5375,,,,355,348,139
case_CL120_EHR_059__anon_8c5685a060c33597,case_CL120_EHR_059,Qwen3-30B-A3B-Instruct-2507,closed_success,29,11,cost_transport_or_work_barrier,moderate,0.6120833333,0.4590625,0.1530208333,0.75,0.2914519299,0.6816666667,0.3140986932,0.81925,2,0.525,0.6,,0.65,,0.69375,356,499,166
case_CL120_EHR_063__anon_fb5d551575165dd7,case_CL120_EHR_063,Kimi K2,closed_success,6,1,caregiver_conflict_or_fatigue,moderate,0.5645192308,0.4590865385,0.1054326923,0.75,0.04425216351,0.1123076923,0.1356580377,0.3559903846,2,0.125,0.95,,,0.925,0.6025,357,703,1147
case_CL120_EHR_048__anon_3d74eb1b26c54d87,case_CL120_EHR_048,Qwen3.8-Max,closed_success,8,2,misstated_family_or_patient_information,moderate,0.6960227273,0.4592897727,0.2367329545,0.875,0.244545844,0.6477272727,0.2873114005,0.6994318182,3,0.525,1,0.51875,,,,358,283,305
case_CL120_EHR_029__anon_26e1591fa083b850,case_CL120_EHR_029,MiniMax M3,closed_success,23,4,cost_transport_or_work_barrier,moderate,0.6851166667,0.4597075,0.2254091667,0.675,0.1368147498,0.3722666667,0.3098744328,0.7445433333,2.5,0.375,0.95,,0.875,,0.56575,359,325,708
case_CL120_EHR_010__anon_084ab7e6f54addbe,case_CL120_EHR_010,Qwen3-30B-A3B-Instruct-2507,runtime_error,11,4,privacy_stigma_or_sensitive_history,moderate,0.5346590909,0.4599431818,0.07471590909,0.875,0.2746209999,0.7272727273,0.2617294176,0.7272727273,3,0.45,0.225,0.59375,,,,360,868,211
case_CL120_EHR_049__anon_5b28f3b75a140d89,case_CL120_EHR_049,Doubao-Seed-2.0-lite,closed_success,5,2,cost_transport_or_work_barrier,moderate,0.7165384615,0.4599807692,0.2565576923,0.75,0.1551585227,0.3860769231,0.2635754168,0.7034903846,2,,0.95,,0.7,0.75,0.5785,361,242,611
case_CL120_EHR_077__anon_7dc376b20295ceb1,case_CL120_EHR_077,Qwen3-30B-A3B-Instruct-2507,closed_success,6,5,external_system_gap,moderate,0.4822321429,0.4607142857,0.02151785714,0.875,0.1526571818,0.3767857143,0.09055236233,0.2503125,3,,0.45,0.28125,0.5,,0.9375,362,974,627
case_CL120_EHR_031__anon_9eed0ae1b11ba7a8,case_CL120_EHR_031,Kimi K2,closed_success,6,3,incomplete_patient_information,moderate,0.735297619,0.4613571429,0.2739404762,0.55,0.1009647824,0.274047619,0.218495443,0.4871964286,1.5,0.725,,,,,0.74,363,205,896
case_CL120_EHR_051__anon_2dcf97be55cbc743,case_CL120_EHR_051,DeepSeek-V3.2,closed_success,38,16,incomplete_patient_information,heavy,0.636425,0.46162375,0.17480125,0.675,0.1974175746,0.49625,0.3552147838,0.8236875,3,0.575,,0.55625,,,0.96875,364,444,446
case_CL120_EHR_071__anon_2e6d1bb1093ffd0a,case_CL120_EHR_071,Qwen3.8-Max,closed_success,5,3,incomplete_patient_information,light,0.615925,0.46194375,0.15398125,0.75,0.1695701307,0.3635,0.1879649342,0.4654375,2,0.775,,0.24375,,,0.776,365,496,548
case_CL120_EHR_092__anon_491b8efb72644ae2,case_CL120_EHR_092,Doubao-Seed-2.0-lite,closed_success,11,2,medication_confusion_or_execution_failure,light,0.6166666667,0.4625,0.1541666667,0.875,0.1675497439,0.4666666667,0.1962429227,0.4666666667,2.5,0.2833333333,0.95,,,,,366,495,558
case_CL120_EHR_025__anon_5f79dcd9bfdde5bb,case_CL120_EHR_025,Qwen3-30B-A3B-Instruct-2507,closed_success,65,18,delayed_or_staged_result_return,moderate,0.7445892857,0.4625705357,0.28201875,0.875,0.2818641469,0.7383928571,0.2073820605,0.4904017857,2.5,0.575,1,0.55625,,,0.8185,367,187,195
case_CL120_EHR_023__anon_c880c14f2aa82fd7,case_CL120_EHR_023,MiniMax M3,closed_success,8,2,caregiver_conflict_or_fatigue,light,0.6855769231,0.4637019231,0.221875,0.675,0.1456046345,0.3682692308,0.3263192783,0.7788942308,2.5,0.55,0.875,0.7125,,0.9625,,368,337,661
case_CL120_EHR_048__anon_28f5b5c4ad7d2b27,case_CL120_EHR_048,DeepSeek-V4-Pro,closed_success,63,22,misstated_family_or_patient_information,moderate,0.7284090909,0.4642613636,0.2641477273,0.675,0.06946705325,0.1840909091,0.2587864211,0.6027272727,3,0.55,1,0.6375,,,,369,229,1053
case_CL120_EHR_043__anon_b9e6b07debfdc58c,case_CL120_EHR_043,Kimi K2,closed_success,34,1,caregiver_conflict_or_fatigue,moderate,0.7416666667,0.4645833333,0.2770833333,0.675,0.04768967976,0.1333333333,0.2415289658,0.5433333333,3,0.475,0.975,,0.8,,,370,200,1136
case_CL120_EHR_109__anon_c7e293a8e9a554de,case_CL120_EHR_109,GLM-5,closed_success,8,6,cost_transport_or_work_barrier,light,0.7151923077,0.4647163462,0.2504759615,0.75,0.2263912853,0.6184615385,0.2489266688,0.5300480769,2,,0.9,,0.55,0.575,0.69125,371,256,364
case_CL120_EHR_075__anon_ca8938da8aa2e407,case_CL120_EHR_075,Qwen3.8-Max,closed_success,6,4,delayed_or_staged_result_return,moderate,0.5277678571,0.4663616071,0.06140625,0.75,0.2119100971,0.565,0.1656484219,0.42375,2,0.75,,0.225,0.35,,0.74,372,910,400
case_CL120_EHR_118__anon_effaff29a24d255c,case_CL120_EHR_118,GLM-5,closed_success,15,4,misstated_family_or_patient_information,heavy,0.5306547619,0.4664434524,0.06421130952,0.875,0.1779953505,0.4994047619,0.1292970877,0.3138392857,2.5,0.4333333333,,0.59375,,,,373,902,510
case_CL120_EHR_034__anon_e2b522a03c271d8f,case_CL120_EHR_034,MiniMax M3,closed_success,32,3,document_or_image_quality_problem,heavy,0.6988636364,0.4670454545,0.2318181818,0.75,0.2561907813,0.6818181818,0.280282523,0.6030681818,2,0.95,,0.3625,0.65,,,374,307,269
case_CL120_EHR_039__anon_6beba822a7fb9875,case_CL120_EHR_039,Qwen3.8-Max,closed_success,8,4,cost_transport_or_work_barrier,light,0.7963846154,0.4674807692,0.3289038462,0.55,0.3695463279,0.9317307692,0.3853158798,0.9761057692,1.5,,0.975,,0.55,0.9625,0.776,375,106,32
case_CL120_EHR_101__anon_0a240884db573677,case_CL120_EHR_101,DeepSeek-V3.2,closed_success,15,6,incomplete_patient_information,heavy,0.79,0.46790625,0.32209375,0.675,0.1441380632,0.37,0.3000627831,0.7528125,3,0.85,,0.5625,,,0.96875,376,117,675
case_CL120_EHR_042__anon_6b2aa4c748e7acc7,case_CL120_EHR_042,Doubao-Seed-2.0-lite,closed_success,8,2,medication_confusion_or_execution_failure,moderate,0.8375,0.4697916667,0.3677083333,0.55,0.1193879065,0.325,0.3114212631,0.76375,1.5,0.725,0.95,,,,,377,76,794
case_CL120_EHR_013__anon_f1b5a90877574ffc,case_CL120_EHR_013,DeepSeek-V4-Pro,closed_success,4,3,caregiver_conflict_or_fatigue,moderate,0.7557954545,0.4699545455,0.2858409091,0.55,0.1573461448,0.3986363636,0.2905368875,0.6627613636,1.5,0.675,0.8,,,,0.74,378,181,601
case_CL120_EHR_050__anon_d01f89c147373dba,case_CL120_EHR_050,GPT-5.4,closed_success,40,2,privacy_stigma_or_sensitive_history,heavy,0.5511363636,0.4704545455,0.08068181818,0.875,0.10919,0.3,0.05874846138,0.1477272727,2.5,0.5,0.475,0.7875,,,,379,850,857
case_CL120_EHR_052__anon_b87874fc33f36149,case_CL120_EHR_052,DeepSeek-V3.2,open_at_100,100,41,medication_confusion_or_execution_failure,extreme,0.8169772727,0.4704875,0.3464897727,0.55,0.3666440295,0.8909090909,0.3336006484,0.8545454545,1.5,0.675,0.775,,,,0.86225,380,92,35
case_CL120_EHR_008__anon_a93e8e50731bcfd7,case_CL120_EHR_008,Qwen3-30B-A3B-Instruct-2507,closed_success,43,14,misstated_family_or_patient_information,moderate,0.7458333333,0.4708333333,0.275,1,0.2564785566,0.6416666667,0.2707962114,0.6820833333,4.5,0.8416666667,0.65,,,,,381,202,267
case_CL120_EHR_036__anon_4ee611bd361a7856,case_CL120_EHR_036,DeepSeek-V4-Pro,closed_success,62,22,low_adherence_or_refusal,light,0.7,0.4725,0.2275,0.675,0.02880429655,0.075,0.2447406392,0.52025,2.5,0.6,0.65,,,1,,382,320,1174
case_CL120_EHR_010__anon_b7bb784e1a4c9853,case_CL120_EHR_010,GPT-5.4,closed_success,12,1,privacy_stigma_or_sensitive_history,moderate,0.8005681818,0.4728125,0.3277556818,0.675,0.07070325877,0.1909090909,0.2487805952,0.5761363636,3,0.775,0.8,0.86875,,,,383,108,1051
case_CL120_EHR_092__anon_37a476221b7c6123,case_CL120_EHR_092,Qwen3.8-Max,closed_success,2,1,medication_confusion_or_execution_failure,light,0.575,0.4729166667,0.1020833333,0.875,0.2342244887,0.55,0.2435518247,0.6333333333,3,0.55,0.625,,,,,384,724,338
case_CL120_EHR_077__anon_f512c90321c85590,case_CL120_EHR_077,Doubao-Seed-2.0-lite,closed_success,6,2,external_system_gap,moderate,0.6325892857,0.4744419643,0.1581473214,0.75,0.1608964927,0.3614285714,0.1873939921,0.4710714286,2,,0.275,0.75,0.6,,0.76875,385,486,584
case_CL120_EHR_064__anon_76d05a1a428104a9,case_CL120_EHR_064,GPT-5.4,closed_success,28,3,document_or_image_quality_problem,moderate,0.5761363636,0.4761363636,0.1,0.875,0.14926105,0.3545454545,0.2444718647,0.5460227273,3.5,0.65,,0.7125,0.375,,,386,736,644
case_CL120_EHR_068__anon_6dc6ba782e37545f,case_CL120_EHR_068,GPT-5.4,closed_success,20,3,misstated_family_or_patient_information,heavy,0.7169642857,0.476889881,0.2400744048,0.675,0.1690871092,0.455952381,0.2949667092,0.7105357143,2.5,0.575,,0.90625,,,,387,273,550
case_CL120_EHR_067__anon_66b48ef3adacc52b,case_CL120_EHR_067,Doubao-Seed-2.0-lite,closed_success,29,2,external_system_gap,heavy,0.85,0.4775,0.3725,0.55,0.3818813079,0.9666666667,0.3765689401,0.9883333333,1.5,0.725,0.975,,0.85,,,388,74,19
case_CL120_EHR_084__anon_f50eb3611c216bce,case_CL120_EHR_084,Kimi K2,closed_success,44,7,document_or_image_quality_problem,heavy,0.6778409091,0.4778409091,0.2,0.75,0.1673994683,0.4386363636,0.1705498094,0.4260795455,2,0.8,,0.69375,0.775,,,389,386,560
case_CL120_EHR_076__anon_e9ef90688b0a121f,case_CL120_EHR_076,Qwen3-30B-A3B-Instruct-2507,open_at_100,100,23,low_adherence_or_refusal,moderate,0.8225,0.478375,0.344125,0.75,0.2806354397,0.695,0.2797921382,0.68625,2,0.6,0.975,,,0.9625,,390,94,198
case_CL120_EHR_007__anon_740fc9a3fe249165,case_CL120_EHR_007,Kimi K2,closed_success,4,2,external_system_gap,moderate,0.6958333333,0.481875,0.2139583333,0.675,0.09286620453,0.25,0.287061335,0.6345833333,2.5,0.3916666667,1,,,,,391,350,941
case_CL120_EHR_111__anon_cc424cb1f2bced3d,case_CL120_EHR_111,GPT-5.4,closed_success,21,0,incomplete_patient_information,moderate,0.7925,0.482125,0.310375,0.675,0.1835415804,0.40475,0.304956335,0.7916625,3,0.8,,0.8125,,,1,392,144,490
case_CL120_EHR_095__anon_e081c5f118cfd2db,case_CL120_EHR_095,Kimi K2,closed_success,8,2,delayed_or_staged_result_return,moderate,0.5991964286,0.4824375,0.1167589286,0.875,0.1543184456,0.374,0.20264003,0.5400267857,2.5,0.675,,0.24375,0.65,,0.63375,393,621,617
case_CL120_EHR_035__anon_60719a38427fd08b,case_CL120_EHR_035,GPT-5.4,open_at_100,100,2,delayed_or_staged_result_return,extreme,0.8416666667,0.483125,0.3585416667,0.675,0.1260373622,0.35,0.2145835356,0.5245833333,2.5,0.8583333333,0.8,,,,,394,83,771
case_CL120_EHR_079__anon_ac9ea82d30352fd0,case_CL120_EHR_079,MiniMax M3,closed_success,18,1,cost_transport_or_work_barrier,moderate,0.8317307692,0.4835817308,0.3481490385,0.75,0.2758808177,0.68,0.3124642306,0.7400480769,2,,1,,0.625,0.65,0.90625,395,89,209
case_CL120_EHR_090__anon_232af6e3cbf9405e,case_CL120_EHR_090,Doubao-Seed-2.0-lite,closed_success,11,2,privacy_stigma_or_sensitive_history,light,0.55,0.4839285714,0.06607142857,0.875,0.2011129746,0.4857142857,0.2488157538,0.6142857143,3,0.175,0.55,,0.95,0.75,,396,896,428
case_CL120_EHR_036__anon_17db26fea1257f29,case_CL120_EHR_036,Doubao-Seed-2.0-lite,closed_success,27,4,low_adherence_or_refusal,light,0.8125,0.484375,0.328125,0.55,0.2094188387,0.455,0.3467264997,0.80925,1.5,0.75,0.8,,,0.9625,,397,107,407
case_CL120_EHR_038__anon_d76f5ed73fbd4487,case_CL120_EHR_038,Doubao-Seed-2.0-lite,closed_success,52,1,misstated_family_or_patient_information,light,0.7666666667,0.484375,0.2822916667,0.675,0.0646505027,0.175,0.2628765487,0.6070833333,3,0.6833333333,0.95,,,,,398,186,1081
case_CL120_EHR_016__anon_636d6d3398288c68,case_CL120_EHR_016,DeepSeek-V4-Pro,closed_success,3,3,low_adherence_or_refusal,heavy,0.8225,0.4845,0.338,0.55,0.1158123482,0.325,0.2140057954,0.46825,1.5,0.95,0.625,,,0.9625,,399,100,816
case_CL120_EHR_047__anon_4e42ac088a85d2b7,case_CL120_EHR_047,Kimi K2,closed_success,18,2,external_system_gap,moderate,0.5921590909,0.4854545455,0.1067045455,0.75,0.1499268503,0.3452272727,0.1565135922,0.3535227273,2,0.325,0.775,,,,0.77125,400,696,642
case_CL120_EHR_002__anon_241b2f8fd08b5b1d,case_CL120_EHR_002,DeepSeek-V3.2,closed_success,16,7,medication_confusion_or_execution_failure,light,0.65,0.4875,0.1625,0.875,0.2432687557,0.6416666667,0.234798229,0.6416666667,2.5,0.35,0.975,,,,,401,474,307
case_CL120_EHR_026__anon_693ce108276891dd,case_CL120_EHR_026,DeepSeek-V4-Pro,open_at_100,100,31,low_adherence_or_refusal,moderate,0.8208333333,0.4875,0.3333333333,0.875,0.2192949561,0.575,0.2597254786,0.6820833333,2.5,0.6416666667,1,,,,,402,103,385
case_CL120_EHR_079__anon_cea546e12d784e81,case_CL120_EHR_079,DeepSeek-V3.2,closed_success,17,5,cost_transport_or_work_barrier,moderate,0.65,0.4875,0.1625,0.75,0.3518017964,0.8644230769,0.2699935224,0.6648557692,2,,0.6,,0.6,0.575,0.69375,403,476,48
case_CL120_EHR_090__anon_0e70f2fd23dd0081,case_CL120_EHR_090,GPT-5.6 Sol,closed_success,72,3,privacy_stigma_or_sensitive_history,light,0.5696428571,0.4875,0.08214285714,0.875,0.2651590301,0.7035714286,0.2580205561,0.7241071429,2.5,0.375,0.575,,0.775,0.5375,,404,843,246
case_CL120_EHR_021__anon_589e2b1dcd95a298,case_CL120_EHR_021,GPT-5.4,open_at_100,100,1,incomplete_patient_information,light,0.5221590909,0.4892045455,0.03295454545,0.875,0.3074912388,0.6977272727,0.3363006158,0.7494318182,3,0.575,0.65,0.28125,,,,405,966,123
case_CL120_EHR_033__anon_b6aaf712e45ca335,case_CL120_EHR_033,DeepSeek-V3.2,closed_success,59,16,caregiver_conflict_or_fatigue,heavy,0.5369318182,0.4892045455,0.04772727273,0.875,0.2776928868,0.7043181818,0.3493087476,0.8965113636,3,0.325,0.625,,,,0.76875,406,942,206
case_CL120_EHR_059__anon_4e948cee55026555,case_CL120_EHR_059,DeepSeek-V3.2,closed_success,45,12,cost_transport_or_work_barrier,moderate,0.6681166667,0.4895075,0.1786091667,0.675,0.3450255533,0.8933333333,0.3799554908,0.8933333333,3,0.15,0.8,,0.95,,0.80725,407,429,58
case_CL120_EHR_110__anon_3a609effd6d3a864,case_CL120_EHR_110,DeepSeek-V4-Pro,closed_success,19,11,privacy_stigma_or_sensitive_history,moderate,0.8803571429,0.4895535714,0.3908035714,0.55,0.3281769274,0.7785714286,0.3348677914,0.8667857143,1.5,0.95,0.975,,0.75,0.6125,,408,62,79
case_CL120_EHR_119__anon_b369660ab72cec6b,case_CL120_EHR_119,DeepSeek-V4-Pro,runtime_error,23,13,cost_transport_or_work_barrier,heavy,0.8538461538,0.4903846154,0.3634615385,0.75,0.2802850598,0.7067307692,0.3249624544,0.7800480769,2,,0.725,,0.875,0.85,1,409,80,201
case_CL120_EHR_053__anon_74c2fed458dbcf7f,case_CL120_EHR_053,GLM-5,closed_success,5,2,caregiver_conflict_or_fatigue,light,0.5514423077,0.4909855769,0.06045673077,0.875,0.1268000934,0.3086538462,0.1671221634,0.3862980769,3.5,0.175,0.925,,,0.225,0.83125,410,914,765
case_CL120_EHR_095__anon_cd6f9dbd4b6157cc,case_CL120_EHR_095,Qwen3.8-Max,open_at_100,100,10,delayed_or_staged_result_return,moderate,0.6238392857,0.4911830357,0.13265625,0.875,0.2928394043,0.6678571429,0.2867032973,0.7144642857,2.5,0.55,,0.90625,0.7,,0.55625,411,555,158
case_CL120_EHR_008__anon_737227a8979c4b2f,case_CL120_EHR_008,Kimi K2,closed_success,36,2,misstated_family_or_patient_information,moderate,0.7833333333,0.49125,0.2920833333,0.675,0.121620996,0.3,0.2489020159,0.6216666667,2.5,0.8166666667,1,,,,,412,173,788
case_CL120_EHR_012__anon_90a60885c2851492,case_CL120_EHR_012,Kimi K2,open_at_100,100,19,medication_confusion_or_execution_failure,moderate,0.7458333333,0.49125,0.2545833333,1,0.2932916045,0.8,0.326372835,0.8,3.5,0.7416666667,0.75,,,,,413,246,156
case_CL120_EHR_028__anon_ce07529b388a223c,case_CL120_EHR_028,Qwen3.8-Max,closed_success,41,9,misstated_family_or_patient_information,moderate,0.75625,0.4914136905,0.2648363095,0.675,0.3783316137,1,0.3824640582,1,2.5,0.775,,0.73125,,,,414,228,25
case_CL120_EHR_003__anon_0a2ef7756cff3e47,case_CL120_EHR_003,DeepSeek-V4-Pro,closed_success,4,3,caregiver_conflict_or_fatigue,light,0.7331730769,0.4914663462,0.2417067308,0.75,0.1151206416,0.3057692308,0.2223394183,0.5975,2,0.475,0.9,0.5,,0.925,,415,271,820
case_CL120_EHR_001__anon_037065201d48441b,case_CL120_EHR_001,MiniMax M3,closed_success,9,1,incomplete_patient_information,light,0.6268,0.4915675,0.1352325,0.675,0.2987197963,0.73225,0.404064955,0.9062875,3,0.4,,0.90625,,,0.64975,416,544,141
case_CL120_EHR_106__anon_9dbd3911274d41a0,case_CL120_EHR_106,DeepSeek-V3.2,closed_success,14,3,low_adherence_or_refusal,light,0.76,0.4925,0.2675,0.55,0.3636963019,0.94,0.3029309946,0.72,1.5,0.775,0.6,,,1,,417,221,37
case_CL120_EHR_063__anon_cf289423c4b573ac,case_CL120_EHR_063,DeepSeek-V3.2,closed_success,8,4,caregiver_conflict_or_fatigue,moderate,0.7182692308,0.4932692308,0.225,1,0.2364518437,0.6298076923,0.2854818246,0.6329326923,4,0.35,0.8,,,0.9625,0.9375,418,327,334
case_CL120_EHR_116__anon_c29682248acf4829,case_CL120_EHR_116,Doubao-Seed-2.0-lite,closed_success,14,2,low_adherence_or_refusal,moderate,0.87,0.494,0.376,0.675,0.1143459663,0.32,0.2906822793,0.699,3,0.675,1,,,1,,419,71,825
case_CL120_EHR_023__anon_fb788a0e5e08edf7,case_CL120_EHR_023,GPT-5.4,closed_success,10,1,caregiver_conflict_or_fatigue,light,0.9413461538,0.4971875,0.4441586538,0.55,0.02450508642,0.05961538462,0.2579640031,0.6166826923,1.5,0.95,1,0.86875,,0.825,,420,39,1182
case_CL120_EHR_081__anon_49c58a700c61e32d,case_CL120_EHR_081,GLM-5,closed_success,4,4,incomplete_patient_information,moderate,0.627,0.499,0.128,0.875,0.1158774103,0.27775,0.1159333052,0.302,3,0.65,,0.41875,,,0.74,421,562,815
case_CL120_EHR_047__anon_c8d879f71fdd2d0a,case_CL120_EHR_047,GPT-5.4,closed_success,14,1,external_system_gap,moderate,0.6654545455,0.4990909091,0.1663636364,0.75,0.290150261,0.7197727273,0.2937665655,0.7764772727,2,0.475,0.775,,,,0.70875,422,469,172
case_CL120_EHR_108__anon_f0cb259f72f21803,case_CL120_EHR_108,Qwen3.8-Max,closed_success,11,4,misstated_family_or_patient_information,light,0.6279761905,0.4993303571,0.1286458333,0.75,0.17314594,0.4553571429,0.2195097194,0.5848214286,2,0.5083333333,,0.73125,,,,423,559,527
case_CL120_EHR_055__anon_6b97acb3eba8d3b8,case_CL120_EHR_055,GPT-5.4,closed_success,13,2,delayed_or_staged_result_return,light,0.65,0.5,0.15,1,0.1870828693,0.5,0.248421405,0.6766666667,4.5,0.775,0.475,,0.6,,,424,508,480
case_CL120_EHR_062__anon_02a70383bdb0e07b,case_CL120_EHR_062,Qwen3-30B-A3B-Instruct-2507,closed_success,5,2,medication_confusion_or_execution_failure,moderate,0.6666666667,0.5,0.1666666667,0.875,0.2173866243,0.5333333333,0.1918081452,0.5333333333,2.5,0.4166666667,0.9,,,,,425,467,389
