case_id,file,sha256,legacy_declared_sha256,archive_member_sha256
case_CL120_EHR_087,case_CL120_EHR_087.json,7c3d10904b42807934903143b40b49080be00115389f40103ba96f9f9fca69a6,5c1f1b125f6fa2b84530b6e289501db2c22fd10df66673b84d804af3a577e7a6,7c3d10904b42807934903143b40b49080be00115389f40103ba96f9f9fca69a6
case_CL120_EHR_088,case_CL120_EHR_088.json,a8c4efa21e1f4a9f93e87331579979e4b040909bc7836a57a91c733e8d198c1e,939b1be6b9c7252348b40622f46e3787cfc98e3d23d2f8fd50c167f3c5725cac,a8c4efa21e1f4a9f93e87331579979e4b040909bc7836a57a91c733e8d198c1e
case_CL120_EHR_089,case_CL120_EHR_089.json,304b47bb7b06a4fb17fe16f2960929a21c65991aa4d831b813cb919843b679fa,0d3bbf9bd23fdbc504763b9081b23b28e637ee9eba290ba9b8e7cbf0fef2de52,304b47bb7b06a4fb17fe16f2960929a21c65991aa4d831b813cb919843b679fa
case_CL120_EHR_090,case_CL120_EHR_090.json,1d58bb47dd555849905841ceb21fe96a258e176d723026d682f0b512949e4141,eed5b194b6f49d55def43629900bf7127a2e01839ce20c94736b78c0e639c0ec,1d58bb47dd555849905841ceb21fe96a258e176d723026d682f0b512949e4141
case_CL120_EHR_091,case_CL120_EHR_091.json,2c0f0167f8311074266ac326f67f6ad31ea0668303d2f98aa7d7bbd1263a448b,84ccd8c7eae841abec96c1f9ff83c0bbcf2bc91e2955ea418fa3346b3f75a6c4,2c0f0167f8311074266ac326f67f6ad31ea0668303d2f98aa7d7bbd1263a448b
case_CL120_EHR_092,case_CL120_EHR_092.json,a2337c1bcc1a27a0a4894cae96c12a28e430293f8977740a123859c8a8e75f12,d766ffbb1193026af46c38c50689a7899b5e4f9d0353638ed3498f91b396042a,a2337c1bcc1a27a0a4894cae96c12a28e430293f8977740a123859c8a8e75f12
case_CL120_EHR_093,case_CL120_EHR_093.json,d013c082a97bc98356d7da1a9ddc2d25b65ad16915ec62770d634d049328f4ad,f7dfedb2a58b5f205deeeaa221d6728f88fa5d3eb93ea4fa6af468db2a68db91,d013c082a97bc98356d7da1a9ddc2d25b65ad16915ec62770d634d049328f4ad
case_CL120_EHR_094,case_CL120_EHR_094.json,361bb3ab495b0fd1382d0ee707dab5e656ad6f67a42923ab0f98080bb27dfe93,a016e5f4d9ea6983533d365a80bfe94d3da7f0166da19832aff72669775b758a,361bb3ab495b0fd1382d0ee707dab5e656ad6f67a42923ab0f98080bb27dfe93
case_CL120_EHR_095,case_CL120_EHR_095.json,6266b61e016114f1f707f7f1ef1021d39258c4ecd277cf7f583017653a0bbd66,48a915d0c4ffe556ab7fc58cbcf4b923a723ec768bf180e8f5d760dcd57c9631,6266b61e016114f1f707f7f1ef1021d39258c4ecd277cf7f583017653a0bbd66
case_CL120_EHR_096,case_CL120_EHR_096.json,1f3fedeec4c53fb08ed50825e9f061033dd1d671f71f65d953cd29d098621786,2111daa1f1b5b12159df33e85a05b006bf9560c7456c286daa45a1771c97eb82,1f3fedeec4c53fb08ed50825e9f061033dd1d671f71f65d953cd29d098621786
case_CL120_EHR_097,case_CL120_EHR_097.json,5dfeb193239f2d69f40fe5ca21ebfb7ef049d3d35e6897aa41a055f870459af1,5b9287e3084d68d89461e3df7d7f8fa6cf7874cb0884986ce8a7ddac88c2a6ab,5dfeb193239f2d69f40fe5ca21ebfb7ef049d3d35e6897aa41a055f870459af1
case_CL120_EHR_098,case_CL120_EHR_098.json,ac7f14b0e42f355333948067e8d8d033fec1c50a312f2b3f5878eceba618e5cc,c3f445c57e5ae9bb2aa1c1472ba683e62cbe9534231b9d688ae3148039e16e5d,ac7f14b0e42f355333948067e8d8d033fec1c50a312f2b3f5878eceba618e5cc
case_CL120_EHR_099,case_CL120_EHR_099.json,5f456e4c2f3353c09c9b93cf47b3f2c2446e3ee0bd118614d4d78fa59950bd02,7cda5c0aceaaf3dc85c33c2c7436f1bfe378c7de05d88374e95c6e713c5d45b1,5f456e4c2f3353c09c9b93cf47b3f2c2446e3ee0bd118614d4d78fa59950bd02
case_CL120_EHR_100,case_CL120_EHR_100.json,c68c166ff0195c62eae04817603b07a5cdcf298ad94891972b3476e2f153c8c3,cbe3561bc9ec25addc59c6c1ac3235f5cddfec5fd578353d4beff38061ec4068,c68c166ff0195c62eae04817603b07a5cdcf298ad94891972b3476e2f153c8c3
case_CL120_EHR_101,case_CL120_EHR_101.json,7458ae91d49b960effff929ce5a679fddffe677a19f2eb54ede53873b62c4f73,13c0e6dd01a10bbec01f73edaf5f8414d343741696abc87485a31927dcc95e21,7458ae91d49b960effff929ce5a679fddffe677a19f2eb54ede53873b62c4f73
case_CL120_EHR_102,case_CL120_EHR_102.json,2b98c32fc14847b415db7a5ad1cc0d41e8f6ac8fc0c0e9785fadb460c00f7152,fef2570646aee5175d615f9b641d6fb146069b8965dc57be3f26c3dd3f1c3cdf,2b98c32fc14847b415db7a5ad1cc0d41e8f6ac8fc0c0e9785fadb460c00f7152
case_CL120_EHR_103,case_CL120_EHR_103.json,d1e1db00ba194a3a23dcb4e56285faf6ff1ce4f5735ad668af14b34aaf0a1bc5,569f2d48d4d50174df8c765e8d41f0858b6730f705e1130dca58943ddc3d93e4,d1e1db00ba194a3a23dcb4e56285faf6ff1ce4f5735ad668af14b34aaf0a1bc5
case_CL120_EHR_104,case_CL120_EHR_104.json,999be4d13dff0a27ebcf10b93f378e536196f572847536aaed1415d553944566,7f8e9022f2d6c8c9ef2e0d9864a3616a1a23edff26fea1cfc9ffb925b094c531,999be4d13dff0a27ebcf10b93f378e536196f572847536aaed1415d553944566
case_CL120_EHR_105,case_CL120_EHR_105.json,260434edd773ad8ce123505ce59119c1cae61221427094c38db9624cccb78014,f1173637a6e9c0d39201048263a5014cf4adc704b1b2dfcfcae70e490e7b94dd,260434edd773ad8ce123505ce59119c1cae61221427094c38db9624cccb78014
case_CL120_EHR_106,case_CL120_EHR_106.json,8299a81efaed9849ba866a6151e4c716e50e453ea9eca9f6300dd105e0d37a0f,43295584c0c07f4df49aa0aa939cec6bd657fa4e0c53a3302b82a72b3db37554,8299a81efaed9849ba866a6151e4c716e50e453ea9eca9f6300dd105e0d37a0f
case_CL120_EHR_107,case_CL120_EHR_107.json,74851383d90a0b9baa51785a99b6ac1c2e041f9c890aa34aa15e6f72a6ff7408,2ac848df5c650b48a082b45b8b0f434ded84ffdf2a21aec90accf7b58de3acf0,74851383d90a0b9baa51785a99b6ac1c2e041f9c890aa34aa15e6f72a6ff7408
case_CL120_EHR_108,case_CL120_EHR_108.json,b7909ec420eb0251beb0c4ce8bd20881596d26e21271d14be7c54d063882e66a,a2837145acc73f6c06f0491f5433f0c8a8f69de93fb422a1c49429ac79531eda,b7909ec420eb0251beb0c4ce8bd20881596d26e21271d14be7c54d063882e66a
case_CL120_EHR_109,case_CL120_EHR_109.json,f76fe0cb866949d98e424c7a2c853c3e5e9cc46e1fd5fc7d49109891ccc9fb80,2d594c2759554697ad30370d0738c2f639cff13b9dee2075583af56ea9582652,f76fe0cb866949d98e424c7a2c853c3e5e9cc46e1fd5fc7d49109891ccc9fb80
case_CL120_EHR_110,case_CL120_EHR_110.json,5a75a8ea7e7d5450a6c9cfcc4b1f5f8af80a1f5a38225a9f0cd3daf2adfdc87a,e48e0ed5062fb63f40622fe2738196e0cf10f41ff0787917c4796e56383ff423,5a75a8ea7e7d5450a6c9cfcc4b1f5f8af80a1f5a38225a9f0cd3daf2adfdc87a
case_CL120_EHR_111,case_CL120_EHR_111.json,71762a94695dd098e88f94e214bd74f2e5fa0835647aa13cff86018de8392f8e,18a019ed409d76fff7df561d8825dad3d5e94c0f5b4baeef3f63d0c01053bbd0,71762a94695dd098e88f94e214bd74f2e5fa0835647aa13cff86018de8392f8e
case_CL120_EHR_112,case_CL120_EHR_112.json,8c1505a14418b255d7dbef101dddf805bbdb6ebbeb994add33132c02d82d8324,9d82fb170b5fea5654c56c4c79faf9ec86e698de589c96f7c7bd2148de781344,8c1505a14418b255d7dbef101dddf805bbdb6ebbeb994add33132c02d82d8324
case_CL120_EHR_113,case_CL120_EHR_113.json,f5ea2ec096961ade2c91e996278808a1cb2e1aa50771815d6f95ab13d290ee82,217cd813b058d0b78afafbab2ff03976b1f541e7ba67f4f4a6e41ac2ddbf861a,f5ea2ec096961ade2c91e996278808a1cb2e1aa50771815d6f95ab13d290ee82
case_CL120_EHR_114,case_CL120_EHR_114.json,44c92cf957d07d4c0e313412289aab61f2bf7917788e25eeae02bb01ab8e25ce,bbc0a57a227e883aae1fd94abf5aca288eb7e52bc00f8885086be4d8656d4984,44c92cf957d07d4c0e313412289aab61f2bf7917788e25eeae02bb01ab8e25ce
case_CL120_EHR_115,case_CL120_EHR_115.json,cc0673ce39e44d9f0525e908765643a5516b4f98e1c03016b091a42bd167d0d6,d4d73aa2f34600706280a4455d241fdebe3cd6c83696acb399eacfb8556cd4f1,cc0673ce39e44d9f0525e908765643a5516b4f98e1c03016b091a42bd167d0d6
case_CL120_EHR_116,case_CL120_EHR_116.json,bbfe507d2b52fc18bf34aca4434645146e09c987af17483c0997b088f4b72d24,a1606c02fe5cd0264a9cef042dfc6854450a2d9c8c5d485c7fe8d513885f5fc5,bbfe507d2b52fc18bf34aca4434645146e09c987af17483c0997b088f4b72d24
case_CL120_EHR_117,case_CL120_EHR_117.json,fcc49c087df76d70fa394cafbd28dbe018facdbb53b9dbfcb376e386ad394184,964a17f119163a5f86de1733aa955eeedd9e448a0899410bacd626175966280d,fcc49c087df76d70fa394cafbd28dbe018facdbb53b9dbfcb376e386ad394184
case_CL120_EHR_118,case_CL120_EHR_118.json,d432444e8fa3c1e236c4f2b31e58df434c3e433c1bd1987ffcddbd3d7240bcc9,5e075c8d2792c9ed2016556d7bbd86c385df3cc8927b3e9502d3bbf00210106f,d432444e8fa3c1e236c4f2b31e58df434c3e433c1bd1987ffcddbd3d7240bcc9
case_CL120_EHR_119,case_CL120_EHR_119.json,2b0e1a6134a1ec93c865d42817730a396de840bad6e27f1b429964cd938d2467,1ba294829583ff45901148b2d87c09ac639f0893bd5899377c0cb916283ecc2b,2b0e1a6134a1ec93c865d42817730a396de840bad6e27f1b429964cd938d2467
case_CL120_EHR_120,case_CL120_EHR_120.json,7826b27f6fccf68a081afbbbd9ed15d65e06dd12d51fda56f9df2afbf2d28a02,8081751b19e89450449ad89df77e3327b8a16637bc5ef17d2f7de8637bdcdcd0,7826b27f6fccf68a081afbbbd9ed15d65e06dd12d51fda56f9df2afbf2d28a02
